source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
GO:CC,GO:0045202,synapse,4.1828050291763716e-29,True,"""The junction between a nerve fiber of one neuron and another neuron, muscle fiber or glial cell. As the nerve fiber approaches the synapse it enlarges into a specialized structure, the presynaptic nerve ending, which contains mitochondria and synaptic vesicles. At the tip of the nerve ending is the presynaptic membrane; facing it, and separated from it by a minute cleft (the synaptic cleft) is a specialized area of membrane on the receiving cell, known as the postsynaptic membrane. In response to the arrival of nerve impulses, the presynaptic nerve ending secretes molecules of neurotransmitters into the synaptic cleft. These diffuse across the cleft and transmit the signal to the postsynaptic membrane."" [ISBN:0198506732]",1206,9954,830,18842,0.08338356439622262,0.6882255389718076,query_1,['GO:0005575']
GO:MF,GO:0046872,metal ion binding,1.3642068243471189e-27,True,"""Interacting selectively and non-covalently with any metal ion."" [GOC:ai]",4214,9781,2598,18098,0.26561701257540127,0.6165163739914571,query_1,['GO:0043169']
GO:MF,GO:0043169,cation binding,1.537748717288204e-27,True,"""Interacting selectively and non-covalently with cations, charged atoms or groups of atoms with a net positive charge."" [GOC:jl]",4308,9781,2651,18098,0.27103568142316736,0.6153667595171773,query_1,['GO:0043167']
GO:MF,GO:0032553,ribonucleotide binding,1.8560116769605115e-27,True,"""Interacting selectively and non-covalently with a ribonucleotide, any compound consisting of a ribonucleoside that is esterified with (ortho)phosphate or an oligophosphate at any hydroxyl group on the ribose moiety."" [GOC:mah]",1926,9781,1273,18098,0.13015029138124937,0.6609553478712358,query_1,"['GO:0097367', 'GO:0000166']"
GO:MF,GO:1901265,nucleoside phosphate binding,2.068912146079587e-27,True,"""Interacting selectively and non-covalently with nucleoside phosphate."" [GOC:TermGenie]",2161,9781,1412,18098,0.14436151722727739,0.6534012031466914,query_1,"['GO:0097159', 'GO:1901363']"
GO:MF,GO:0000166,nucleotide binding,2.5771018986824224e-27,True,"""Interacting selectively and non-covalently with a nucleotide, any compound consisting of a nucleoside that is esterified with (ortho)phosphate or an oligophosphate at any hydroxyl group on the ribose or deoxyribose."" [GOC:mah, ISBN:0198547684]",2160,9781,1411,18098,0.14425927819241385,0.6532407407407408,query_1,"['GO:1901265', 'GO:0036094']"
GO:MF,GO:0003824,catalytic activity,6.705118486013013e-27,True,"""Catalysis of a biochemical reaction at physiological temperatures. In biologically catalyzed reactions, the reactants are known as substrates, and the catalysts are naturally occurring macromolecular substances known as enzymes. Enzymes possess specific binding sites for substrates, and are usually composed wholly or largely of protein, but RNA that has catalytic activity (ribozyme) is often also regarded as enzymatic."" [GOC:vw, ISBN:0198506732]",5840,9781,3507,18098,0.3585522952663327,0.600513698630137,query_1,['GO:0003674']
GO:BP,GO:0120036,plasma membrane bounded cell projection organization,8.84269906852409e-27,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a plasma membrane bounded prolongation or process extending from a cell, e.g. a cilium or axon."" [GOC:krc]",1523,9526,1022,17847,0.10728532437539366,0.6710439921208142,query_1,['GO:0030030']
GO:MF,GO:0017076,purine nucleotide binding,1.9768216239437962e-26,True,"""Interacting selectively and non-covalently with purine nucleotides, any compound consisting of a purine nucleoside esterified with (ortho)phosphate."" [GOC:ai]",1923,9781,1267,18098,0.1295368571720683,0.6588663546541862,query_1,['GO:0000166']
GO:MF,GO:0032555,purine ribonucleotide binding,2.3120464265409595e-26,True,"""Interacting selectively and non-covalently with a purine ribonucleotide, any compound consisting of a purine ribonucleoside that is esterified with (ortho)phosphate or an oligophosphate at any hydroxyl group on the ribose moiety."" [GOC:mah]",1910,9781,1259,18098,0.12871894489316021,0.6591623036649215,query_1,"['GO:0017076', 'GO:0032553']"
GO:CC,GO:0120038,plasma membrane bounded cell projection part,2.635575296354406e-26,True,"""Any constituent part of a plasma membrane bounded cell projection, a prolongation or process extending from a cell, e.g. a cilium or axon."" [GOC:krc]",1488,9954,989,18842,0.09935704239501708,0.6646505376344086,query_1,"['GO:0120025', 'GO:0044463']"
GO:CC,GO:0044463,cell projection part,2.635575296354406e-26,True,"""Any constituent part of a cell projection, a prolongation or process extending from a cell, e.g. a flagellum or axon."" [GOC:jl]",1488,9954,989,18842,0.09935704239501708,0.6646505376344086,query_1,"['GO:0044464', 'GO:0042995']"
GO:MF,GO:0035639,purine ribonucleoside triphosphate binding,4.9769378686082927e-26,True,"""Interacting selectively and non-covalently with a purine ribonucleoside triphosphate, a compound consisting of a purine base linked to a ribose sugar esterified with triphosphate on the sugar."" [CHEBI:26398, GOC:BHF, GOC:ebc, ISBN:0198506732]",1845,9781,1219,18098,0.12462938349861977,0.6607046070460705,query_1,"['GO:0043168', 'GO:1901265']"
GO:CC,GO:0030054,cell junction,6.529147031384375e-26,True,"""A cellular component that forms a specialized region of connection between two or more cells or between a cell and the extracellular matrix. At a cell junction, anchoring proteins extend through the plasma membrane to link cytoskeletal proteins in one cell to cytoskeletal proteins in neighboring cells or to proteins in the extracellular matrix."" [GOC:mah, http://www.vivo.colostate.edu/hbooks/cmb/cells/pmemb/junctions_a.html, ISBN:0198506732]",1312,9954,883,18842,0.08870805706248744,0.6730182926829268,query_1,['GO:0005575']
GO:MF,GO:0097367,carbohydrate derivative binding,2.1431332652828246e-25,True,"""Interacting selectively and non-covalently with a carbohydrate derivative."" [GOC:pr]",2256,9781,1459,18098,0.1491667518658624,0.6467198581560284,query_1,['GO:0005488']
GO:BP,GO:0030030,cell projection organization,2.2842127056533035e-25,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a prolongation or process extending from a cell, e.g. a flagellum or axon."" [GOC:jl, GOC:mah, http://www.cogsci.princeton.edu/~wn/]",1562,9526,1040,17847,0.10917488977535167,0.6658130601792573,query_1,['GO:0016043']
GO:BP,GO:0032989,cellular component morphogenesis,1.9990108590155055e-24,True,"""The process in which cellular structures, including whole cells or cell parts, are generated and organized."" [GOC:dph, GOC:mah, GOC:tb]",1156,9526,793,17847,0.08324585345370565,0.6859861591695502,query_1,"['GO:0009653', 'GO:0016043', 'GO:0048869']"
GO:MF,GO:0036094,small molecule binding,3.0769688566139107e-24,True,"""Interacting selectively and non-covalently with a small molecule, any low molecular weight, monomeric, non-encoded molecule."" [GOC:curators, GOC:pde, GOC:pm]",2553,9781,1627,18098,0.16634290972293223,0.6372894633764199,query_1,['GO:0005488']
GO:CC,GO:0043231,intracellular membrane-bounded organelle,1.6035836853034354e-22,True,"""Organized structure of distinctive morphology and function, bounded by a single or double lipid bilayer membrane and occurring within the cell. Includes the nucleus, mitochondria, plastids, vacuoles, and vesicles. Excludes the plasma membrane."" [GOC:go_curators]",11036,9954,6177,18842,0.6205545509342978,0.559713664371149,query_1,"['GO:0043229', 'GO:0043227']"
GO:CC,GO:0043005,neuron projection,4.928609319568959e-22,True,"""A prolongation or process extending from a nerve cell, e.g. an axon or dendrite."" [GOC:jl, http://www.cogsci.princeton.edu/~wn/]",1336,9954,883,18842,0.08870805706248744,0.6609281437125748,query_1,"['GO:0120025', 'GO:0097458']"
GO:CC,GO:0044456,synapse part,1.0979637626836405e-21,True,"""Any constituent part of a synapse, the junction between a nerve fiber of one neuron and another neuron or muscle fiber or glial cell."" [GOC:jl]",971,9954,664,18842,0.0667068515169781,0.6838311019567456,query_1,"['GO:0005575', 'GO:0045202']"
GO:BP,GO:0000902,cell morphogenesis,1.6057116358104295e-21,True,"""The developmental process in which the size or shape of a cell is generated and organized."" [GOC:clt, GOC:dph, GOC:go_curators, GOC:tb]",1050,9526,719,17847,0.07547764014276716,0.6847619047619048,query_1,['GO:0032989']
GO:BP,GO:0051128,regulation of cellular component organization,2.476370518221166e-21,True,"""Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell structures, including the plasma membrane and any external encapsulating structures such as the cell wall and cell envelope."" [GOC:ai]",2488,9526,1562,17847,0.16397228637413394,0.6278135048231511,query_1,"['GO:0050794', 'GO:0016043']"
GO:CC,GO:0005856,cytoskeleton,1.1099397070076636e-20,True,"""Any of the various filamentous elements that form the internal framework of cells, and typically remain after treatment of the cells with mild detergent to remove membrane constituents and soluble components of the cytoplasm. The term embraces intermediate filaments, microfilaments, microtubules, the microtrabecular lattice, and other structures characterized by a polymeric filamentous nature and long-range order within the cell. The various elements of the cytoskeleton not only serve in the maintenance of cellular shape but also have roles in other cellular functions, including cellular movement, cell division, endocytosis, and movement of organelles."" [GOC:mah, ISBN:0198547684, PMID:16959967]",2221,9954,1390,18842,0.13964235483222825,0.6258442143178748,query_1,['GO:0043232']
GO:BP,GO:0048468,cell development,6.3563706314758e-20,True,"""The process whose specific outcome is the progression of the cell over time, from its formation to the mature structure. Cell development does not include the steps involved in committing a cell to a specific fate."" [GOC:go_curators]",2196,9526,1387,17847,0.14560151165231996,0.6316029143897997,query_1,"['GO:0048869', 'GO:0048856', 'GO:0030154']"
GO:CC,GO:0012505,endomembrane system,1.2179601864890604e-19,True,"""A collection of membranous structures involved in transport within the cell. The main components of the endomembrane system are endoplasmic reticulum, Golgi bodies, vesicles, cell membrane and nuclear envelope. Members of the endomembrane system pass materials through each other or though the use of vesicles."" [GOC:lh]",4490,9954,2652,18842,0.2664255575647981,0.5906458797327394,query_1,['GO:0044464']
GO:BP,GO:0006996,organelle organization,1.7876868265073625e-19,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of an organelle within a cell. An organelle is an organized structure of distinctive morphology and function. Includes the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton. Excludes the plasma membrane."" [GOC:mah]",3920,9526,2361,17847,0.24784799496115895,0.602295918367347,query_1,['GO:0016043']
GO:CC,GO:0098794,postsynapse,2.1168718366599405e-19,True,"""The part of a synapse that is part of the post-synaptic cell."" [GOC:dos]",624,9954,445,18842,0.044705645971468755,0.7131410256410257,query_1,"['GO:0044464', 'GO:0044456']"
GO:BP,GO:0065008,regulation of biological quality,5.348034601475608e-19,True,"""Any process that modulates a qualitative or quantitative trait of a biological quality. A biological quality is a measurable attribute of an organism or part of an organism, such as size, mass, shape, color, etc."" [GOC:dph, GOC:isa_complete, GOC:mah, GOC:pr, GOC:vw]",4103,9526,2460,17847,0.25824060466092796,0.5995612966122349,query_1,['GO:0065007']
GO:BP,GO:0044237,cellular metabolic process,5.93377841616717e-19,True,"""The chemical reactions and pathways by which individual cells transform chemical substances."" [GOC:go_curators]",10785,9526,6071,17847,0.6373084190636154,0.5629114510894762,query_1,"['GO:0008152', 'GO:0009987']"
GO:BP,GO:0006464,cellular protein modification process,9.899671647739327e-19,True,"""The covalent alteration of one or more amino acids occurring in proteins, peptides and nascent polypeptides (co-translational, post-translational modifications) occurring at the level of an individual cell. Includes the modification of charged tRNAs that are destined to occur in a protein (pre-translation modification)."" [GOC:go_curators]",4196,9526,2510,17847,0.2634893974385891,0.5981887511916111,query_1,"['GO:0044267', 'GO:0036211']"
GO:BP,GO:0036211,protein modification process,9.899671647739327e-19,True,"""The covalent alteration of one or more amino acids occurring in proteins, peptides and nascent polypeptides (co-translational, post-translational modifications). Includes the modification of charged tRNAs that are destined to occur in a protein (pre-translation modification)."" [GOC:bf, GOC:jl]",4196,9526,2510,17847,0.2634893974385891,0.5981887511916111,query_1,"['GO:0019538', 'GO:0043412']"
GO:MF,GO:0019899,enzyme binding,1.067225881887106e-18,True,"""Interacting selectively and non-covalently with any enzyme."" [GOC:jl]",2228,9781,1410,18098,0.14415703915755035,0.6328545780969479,query_1,['GO:0005515']
GO:CC,GO:0097060,synaptic membrane,2.6606379902452105e-18,True,"""A specialized area of membrane on either the presynaptic or the postsynaptic side of a synapse, the junction between a nerve fiber of one neuron and another neuron or muscle fiber or glial cell."" [GOC:BHF, PMID:20410104]",439,9954,326,18842,0.03275065300381756,0.7425968109339408,query_1,"['GO:0098590', 'GO:0044456']"
GO:CC,GO:0005654,nucleoplasm,5.953486475500758e-18,True,"""That part of the nuclear content other than the chromosomes or the nucleolus."" [GOC:ma, ISBN:0124325653]",3553,9954,2123,18842,0.21328109302792847,0.5975232198142415,query_1,"['GO:0031981', 'GO:0044428']"
GO:BP,GO:0043412,macromolecule modification,1.1150532177441411e-17,True,"""The covalent alteration of one or more monomeric units in a polypeptide, polynucleotide, polysaccharide, or other biological macromolecule, resulting in a change in its properties."" [GOC:go_curators]",4407,9526,2620,17847,0.27503674154944363,0.5945087361016564,query_1,['GO:0043170']
GO:CC,GO:0015630,microtubule cytoskeleton,1.1720637545083002e-17,True,"""The part of the cytoskeleton (the internal framework of a cell) composed of microtubules and associated proteins."" [GOC:jl, ISBN:0395825172]",1211,9954,792,18842,0.07956600361663653,0.6540049545829892,query_1,['GO:0005856']
GO:BP,GO:0009653,anatomical structure morphogenesis,1.3779352791286518e-17,True,"""The process in which anatomical structures are generated and organized. Morphogenesis pertains to the creation of form."" [GOC:go_curators, ISBN:0521436125]",2764,9526,1699,17847,0.17835397858492547,0.6146888567293777,query_1,"['GO:0032502', 'GO:0048856']"
GO:BP,GO:0044238,primary metabolic process,1.515755081704088e-17,True,"""The chemical reactions and pathways involving those compounds which are formed as a part of the normal anabolic and catabolic processes. These processes take place in most, if not all, cells of the organism."" [GOC:go_curators, http://www.metacyc.org]",10527,9526,5924,17847,0.6218769682972917,0.562743421677591,query_1,['GO:0008152']
GO:MF,GO:0140096,"catalytic activity, acting on a protein",2.0807890992568885e-17,True,"""Catalytic activity that acts to modify a protein."" [GOC:pdt]",2233,9781,1406,18098,0.1437480830180963,0.6296462158531124,query_1,['GO:0003824']
GO:BP,GO:0051179,localization,2.2942796939873192e-17,True,"""Any process in which a cell, a substance, or a cellular entity, such as a protein complex or organelle, is transported, tethered to or otherwise maintained in a specific location. In the case of substances, localization may also be achieved via selective degradation."" [GOC:ai, GOC:dos]",6824,9526,3942,17847,0.4138148225908041,0.5776670574443142,query_1,['GO:0008150']
GO:MF,GO:0016740,transferase activity,2.989997725468632e-17,True,"""Catalysis of the transfer of a group, e.g. a methyl group, glycosyl group, acyl group, phosphorus-containing, or other groups, from one compound (generally regarded as the donor) to another compound (generally regarded as the acceptor). Transferase is the systematic name for any enzyme of EC class 2."" [ISBN:0198506732]",2359,9781,1478,18098,0.1511092935282691,0.6265366680796948,query_1,['GO:0003824']
GO:BP,GO:0023051,regulation of signaling,1.3787385189043158e-16,True,"""Any process that modulates the frequency, rate or extent of a signaling process."" [GOC:mtg_signal]",3637,9526,2184,17847,0.2292672685282385,0.6004949133901567,query_1,"['GO:0050789', 'GO:0023052']"
GO:MF,GO:0005488,binding,2.107993052517224e-16,True,"""The selective, non-covalent, often stoichiometric, interaction of a molecule with one or more specific sites on another molecule."" [GOC:ceb, GOC:mah, ISBN:0198506732]",15910,9781,8792,18098,0.8988855945199877,0.5526084223758643,query_1,['GO:0003674']
GO:BP,GO:0031175,neuron projection development,7.417191921239891e-16,True,"""The process whose specific outcome is the progression of a neuron projection over time, from its formation to the mature structure. A neuron projection is any process extending from a neural cell, such as axons or dendrites (collectively called neurites)."" [GOC:mah]",1004,9526,671,17847,0.07043879907621248,0.6683266932270916,query_1,"['GO:0120036', 'GO:0048666']"
GO:BP,GO:0048666,neuron development,1.0853438572815848e-15,True,"""The process whose specific outcome is the progression of a neuron over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."" [GOC:dph]",1131,9526,746,17847,0.07831198824270418,0.6595932802829354,query_1,"['GO:0048468', 'GO:0030182']"
GO:BP,GO:1901564,organonitrogen compound metabolic process,2.2417161105635137e-15,True,"""The chemical reactions and pathways involving organonitrogen compound."" [GOC:pr, GOC:TermGenie]",6854,9526,3942,17847,0.4138148225908041,0.5751386051940472,query_1,"['GO:0006807', 'GO:0071704']"
GO:CC,GO:0045211,postsynaptic membrane,2.284926967448825e-15,True,"""A specialized area of membrane facing the presynaptic membrane on the tip of the nerve ending and separated from it by a minute cleft (the synaptic cleft). Neurotransmitters cross the synaptic cleft and transmit the signal to the postsynaptic membrane."" [ISBN:0198506732]",334,9954,252,18842,0.02531645569620253,0.7544910179640718,query_1,"['GO:0097060', 'GO:0098794']"
GO:BP,GO:0007010,cytoskeleton organization,5.034351744400137e-15,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures."" [GOC:dph, GOC:jl, GOC:mah]",1353,9526,874,17847,0.09174889775351669,0.6459719142645972,query_1,['GO:0006996']
GO:BP,GO:0010646,regulation of cell communication,6.7335967046654956e-15,True,"""Any process that modulates the frequency, rate or extent of cell communication. Cell communication is the process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."" [GOC:dph, GOC:tb]",3595,9526,2149,17847,0.2255931135838757,0.5977746870653685,query_1,"['GO:0050794', 'GO:0007154']"
GO:BP,GO:0022008,neurogenesis,1.0077081102351498e-14,True,"""Generation of cells within the nervous system."" [GO_REF:0000021, GOC:cls, GOC:curators, GOC:dgh, GOC:dph, GOC:jid, GOC:mtg_15jun06]",1656,9526,1049,17847,0.11011967247533068,0.6334541062801933,query_1,"['GO:0030154', 'GO:0007399']"
GO:BP,GO:0007399,nervous system development,1.2088385124902326e-14,True,"""The process whose specific outcome is the progression of nervous tissue over time, from its formation to its mature state."" [GOC:dgh]",2400,9526,1475,17847,0.15483938694100358,0.6145833333333334,query_1,['GO:0048731']
GO:CC,GO:0098984,neuron to neuron synapse,1.4061000391116035e-14,True,"""A synapse in which pre and post-synaptic cells are neurons."" [GOC:dos]",365,9954,270,18842,0.027124773960216998,0.7397260273972602,query_1,['GO:0045202']
GO:MF,GO:0008092,cytoskeletal protein binding,1.8148015843619386e-14,True,"""Interacting selectively and non-covalently with any protein component of any cytoskeleton (actin, microtubule, or intermediate filament cytoskeleton)."" [GOC:mah]",984,9781,657,18098,0.06717104590532666,0.6676829268292683,query_1,['GO:0005515']
GO:CC,GO:0043228,non-membrane-bounded organelle,2.1996749917476648e-14,True,"""Organized structure of distinctive morphology and function, not bounded by a lipid bilayer membrane. Includes ribosomes, the cytoskeleton and chromosomes."" [GOC:go_curators]",4913,9954,2844,18842,0.2857142857142857,0.5788723794015876,query_1,['GO:0043226']
GO:MF,GO:0016301,kinase activity,2.71723579191954e-14,True,"""Catalysis of the transfer of a phosphate group, usually from ATP, to a substrate molecule."" [ISBN:0198506732]",823,9781,559,18098,0.057151620488702586,0.6792223572296476,query_1,['GO:0016772']
GO:CC,GO:0043232,intracellular non-membrane-bounded organelle,2.988160310172887e-14,True,"""Organized structure of distinctive morphology and function, not bounded by a lipid bilayer membrane and occurring within the cell. Includes ribosomes, the cytoskeleton and chromosomes."" [GOC:go_curators]",4904,9954,2838,18842,0.28511151295961423,0.5787112561174551,query_1,"['GO:0043229', 'GO:0043228']"
GO:BP,GO:0048699,generation of neurons,4.087789728554411e-14,True,"""The process in which nerve cells are generated. This includes the production of neuroblasts and their differentiation into neurons."" [GOC:nln]",1556,9526,988,17847,0.10371614528658409,0.6349614395886889,query_1,['GO:0022008']
GO:BP,GO:0006807,nitrogen compound metabolic process,5.234097583905254e-14,True,"""The chemical reactions and pathways involving organic or inorganic compounds that contain nitrogen."" [CHEBI:51143, GOC:go_curators, GOC:jl, ISBN:0198506732]",10039,9526,5636,17847,0.5916439218979634,0.5614104990536906,query_1,['GO:0008152']
GO:BP,GO:0030182,neuron differentiation,5.451994731886142e-14,True,"""The process in which a relatively unspecialized cell acquires specialized features of a neuron."" [GOC:mah]",1392,9526,892,17847,0.0936384631534747,0.6408045977011494,query_1,"['GO:0030154', 'GO:0048699']"
