source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
KEGG,KEGG:04211,Longevity regulating pathway,0.0178087051510727,True,Longevity regulating pathway,87,4305,65,7772,0.015098722415795587,0.7471264367816092,query_1,['KEGG:00000']
KEGG,KEGG:01100,Metabolic pathways,0.018471885745212198,True,Metabolic pathways,1432,4305,855,7772,0.1986062717770035,0.5970670391061452,query_1,['KEGG:00000']
KEGG,KEGG:05225,Hepatocellular carcinoma,0.018767175434378818,True,Hepatocellular carcinoma,166,4305,115,7772,0.026713124274099883,0.6927710843373494,query_1,['KEGG:00000']
KEGG,KEGG:04721,Synaptic vesicle cycle,0.020007482068781477,True,Synaptic vesicle cycle,78,4305,59,7772,0.013704994192799072,0.7564102564102564,query_1,['KEGG:00000']
KEGG,KEGG:04926,Relaxin signaling pathway,0.021483125823175752,True,Relaxin signaling pathway,128,4305,91,7772,0.02113821138211382,0.7109375,query_1,['KEGG:00000']
KEGG,KEGG:04727,GABAergic synapse,0.023174557285281606,True,GABAergic synapse,89,4305,66,7772,0.015331010452961672,0.7415730337078652,query_1,['KEGG:00000']
KEGG,KEGG:04152,AMPK signaling pathway,0.026935867137300323,True,AMPK signaling pathway,119,4305,85,7772,0.019744483159117306,0.7142857142857143,query_1,['KEGG:00000']
KEGG,KEGG:05226,Gastric cancer,0.03117914732742881,True,Gastric cancer,148,4305,103,7772,0.02392566782810685,0.6959459459459459,query_1,['KEGG:00000']
KEGG,KEGG:04720,Long-term potentiation,0.04238817039379449,True,Long-term potentiation,67,4305,51,7772,0.011846689895470384,0.7611940298507462,query_1,['KEGG:00000']
KEGG,KEGG:04934,Cushing syndrome,0.04257211973858845,True,Cushing syndrome,152,4305,105,7772,0.024390243902439025,0.6907894736842105,query_1,['KEGG:00000']
KEGG,KEGG:00310,Lysine degradation,0.04419306642234415,True,Lysine degradation,61,4305,47,7772,0.01091753774680604,0.7704918032786885,query_1,['KEGG:00000']
