source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
GO:CC,GO:0005623,cell,6.60540104495815e-42,True,"""The basic structural and functional unit of all organisms. Includes the plasma membrane and any external encapsulating structures such as the cell wall and cell envelope."" [GOC:go_curators]",17069,10070,9401,18842,0.9335650446871897,0.5507645439100123,query_1,['GO:0005575']
GO:CC,GO:0043227,membrane-bounded organelle,5.5280780621286556e-40,True,"""Organized structure of distinctive morphology and function, bounded by a single or double lipid bilayer membrane. Includes the nucleus, mitochondria, plastids, vacuoles, and vesicles. Excludes the plasma membrane."" [GOC:go_curators]",12536,10070,7140,18842,0.7090367428003972,0.5695596681557116,query_1,['GO:0043226']
GO:MF,GO:0005515,protein binding,7.555563458498386e-40,True,"""Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules)."" [GOC:go_curators]",12715,9902,7374,18098,0.7446980407998384,0.5799449469130947,query_1,['GO:0005488']
GO:CC,GO:0120025,plasma membrane bounded cell projection,1.7625972909981106e-39,True,"""A prolongation or process extending from a cell and that is bounded by plasma membrane, e.g. a cilium, lamellipodium, or axon."" [GOC:krc]",2144,10070,1437,18842,0.14270109235352532,0.6702425373134329,query_1,['GO:0042995']
GO:CC,GO:0098590,plasma membrane region,2.9029922165913967e-39,True,"""A membrane that is a (regional) part of the plasma membrane."" [GOC:dos]",1197,10070,861,18842,0.08550148957298907,0.7192982456140351,query_1,"['GO:0044459', 'GO:0016020']"
GO:MF,GO:0032559,adenyl ribonucleotide binding,7.863499975128765e-36,True,"""Interacting selectively and non-covalently with an adenyl ribonucleotide, any compound consisting of adenosine esterified with (ortho)phosphate or an oligophosphate at any hydroxyl group on the ribose moiety."" [GOC:mah]",1556,9902,1090,18098,0.11007877196525954,0.7005141388174807,query_1,"['GO:0032555', 'GO:0030554']"
GO:MF,GO:0043168,anion binding,1.227100879267719e-35,True,"""Interacting selectively and non-covalently with anions, charged atoms or groups of atoms with a net negative charge."" [GOC:jl]",2820,9902,1853,18098,0.18713391234094123,0.6570921985815603,query_1,['GO:0043167']
GO:MF,GO:0030554,adenyl nucleotide binding,1.40110961818927e-35,True,"""Interacting selectively and non-covalently with adenyl nucleotides, any compound consisting of adenosine esterified with (ortho)phosphate."" [ISBN:0198506732]",1567,9902,1096,18098,0.11068471015956373,0.6994256541161455,query_1,['GO:0017076']
GO:MF,GO:0005524,ATP binding,7.313461183401828e-35,True,"""Interacting selectively and non-covalently with ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator."" [ISBN:0198506732]",1498,9902,1051,18098,0.10614017370228236,0.7016021361815754,query_1,"['GO:0008144', 'GO:0032559', 'GO:0035639']"
GO:CC,GO:0097458,neuron part,1.3212477751015059e-34,True,"""Any constituent part of a neuron, the basic cellular unit of nervous tissue. A typical neuron consists of a cell body (often called the soma), an axon, and dendrites. Their purpose is to receive, conduct, and transmit impulses in the nervous system."" [GOC:pr, http://en.wikipedia.org/wiki/Neuron]",1771,10070,1197,18842,0.11886792452830189,0.6758893280632411,query_1,['GO:0044464']
GO:BP,GO:0016043,cellular component organization,1.1264310952002209e-33,True,"""A process that results in the assembly, arrangement of constituent parts, or disassembly of a cellular component."" [GOC:ai, GOC:jl, GOC:mah]",6454,9637,3889,17847,0.4035488222475874,0.6025720483421134,query_1,"['GO:0009987', 'GO:0071840']"
GO:CC,GO:0044422,organelle part,7.597952671035455e-32,True,"""Any constituent part of an organelle, an organized structure of distinctive morphology and function. Includes constituent parts of the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton, but excludes the plasma membrane."" [GOC:jl]",10009,10070,5765,18842,0.5724925521350546,0.5759816165451094,query_1,"['GO:0005575', 'GO:0043226']"
GO:CC,GO:0045202,synapse,1.0746580929502465e-31,True,"""The junction between a nerve fiber of one neuron and another neuron, muscle fiber or glial cell. As the nerve fiber approaches the synapse it enlarges into a specialized structure, the presynaptic nerve ending, which contains mitochondria and synaptic vesicles. At the tip of the nerve ending is the presynaptic membrane; facing it, and separated from it by a minute cleft (the synaptic cleft) is a specialized area of membrane on the receiving cell, known as the postsynaptic membrane. In response to the arrival of nerve impulses, the presynaptic nerve ending secretes molecules of neurotransmitters into the synaptic cleft. These diffuse across the cleft and transmit the signal to the postsynaptic membrane."" [ISBN:0198506732]",1206,10070,845,18842,0.08391261171797418,0.7006633499170812,query_1,['GO:0005575']
GO:BP,GO:0071840,cellular component organization or biogenesis,1.1065939504170116e-31,True,"""A process that results in the biosynthesis of constituent macromolecules, assembly, arrangement of constituent parts, or disassembly of a cellular component."" [GOC:mah]",6636,9637,3978,17847,0.4127840614299056,0.5994575045207957,query_1,['GO:0008150']
GO:MF,GO:0032553,ribonucleotide binding,2.2982163964693575e-29,True,"""Interacting selectively and non-covalently with a ribonucleotide, any compound consisting of a ribonucleoside that is esterified with (ortho)phosphate or an oligophosphate at any hydroxyl group on the ribose moiety."" [GOC:mah]",1926,9902,1293,18098,0.130579680872551,0.6713395638629284,query_1,"['GO:0097367', 'GO:0000166']"
GO:MF,GO:1901265,nucleoside phosphate binding,4.439310038299649e-29,True,"""Interacting selectively and non-covalently with nucleoside phosphate."" [GOC:TermGenie]",2161,9902,1433,18098,0.14471823873964856,0.6631189264229523,query_1,"['GO:0097159', 'GO:1901363']"
GO:MF,GO:0000166,nucleotide binding,5.545376287390567e-29,True,"""Interacting selectively and non-covalently with a nucleotide, any compound consisting of a nucleoside that is esterified with (ortho)phosphate or an oligophosphate at any hydroxyl group on the ribose or deoxyribose."" [GOC:mah, ISBN:0198547684]",2160,9902,1432,18098,0.14461724904059786,0.662962962962963,query_1,"['GO:1901265', 'GO:0036094']"
GO:MF,GO:0046872,metal ion binding,1.0021660135278896e-28,True,"""Interacting selectively and non-covalently with any metal ion."" [GOC:ai]",4214,9902,2632,18098,0.26580488790143403,0.6245847176079734,query_1,['GO:0043169']
GO:MF,GO:0043169,cation binding,1.4993519070287415e-28,True,"""Interacting selectively and non-covalently with cations, charged atoms or groups of atoms with a net positive charge."" [GOC:jl]",4308,9902,2685,18098,0.271157341951121,0.6232590529247911,query_1,['GO:0043167']
GO:MF,GO:0008144,drug binding,2.5378464301094742e-28,True,"""Interacting selectively and non-covalently with a drug, any naturally occurring or synthetic substance, other than a nutrient, that, when administered or applied to an organism, affects the structure or functioning of the organism; in particular, any such substance used in the diagnosis, prevention, or treatment of disease."" [GOC:jl, ISBN:0198506732]",1754,9902,1185,18098,0.11967279337507575,0.6755986316989738,query_1,['GO:0005488']
GO:MF,GO:0017076,purine nucleotide binding,2.64003575788285e-28,True,"""Interacting selectively and non-covalently with purine nucleotides, any compound consisting of a purine nucleoside esterified with (ortho)phosphate."" [GOC:ai]",1923,9902,1287,18098,0.12997374267824682,0.6692667706708268,query_1,['GO:0000166']
GO:MF,GO:0032555,purine ribonucleotide binding,2.913724595920715e-28,True,"""Interacting selectively and non-covalently with a purine ribonucleotide, any compound consisting of a purine ribonucleoside that is esterified with (ortho)phosphate or an oligophosphate at any hydroxyl group on the ribose moiety."" [GOC:mah]",1910,9902,1279,18098,0.12916582508584123,0.6696335078534031,query_1,"['GO:0017076', 'GO:0032553']"
GO:CC,GO:0044446,intracellular organelle part,4.36715046693849e-28,True,"""A constituent part of an intracellular organelle, an organized structure of distinctive morphology and function, occurring within the cell. Includes constituent parts of the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton but excludes the plasma membrane."" [GOC:jl]",9699,10070,5575,18842,0.5536246276067527,0.5748015259305083,query_1,"['GO:0043229', 'GO:0044424', 'GO:0044422']"
GO:MF,GO:0035639,purine ribonucleoside triphosphate binding,1.4979029319124927e-27,True,"""Interacting selectively and non-covalently with a purine ribonucleoside triphosphate, a compound consisting of a purine base linked to a ribose sugar esterified with triphosphate on the sugar."" [CHEBI:26398, GOC:BHF, GOC:ebc, ISBN:0198506732]",1845,9902,1237,18098,0.12492425772571197,0.6704607046070461,query_1,"['GO:0043168', 'GO:1901265']"
GO:MF,GO:0097367,carbohydrate derivative binding,1.665730325460469e-27,True,"""Interacting selectively and non-covalently with a carbohydrate derivative."" [GOC:pr]",2256,9902,1483,18098,0.14976772369218339,0.6573581560283688,query_1,['GO:0005488']
GO:BP,GO:0120036,plasma membrane bounded cell projection organization,5.597267230507201e-26,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a plasma membrane bounded prolongation or process extending from a cell, e.g. a cilium or axon."" [GOC:krc]",1523,9637,1028,17847,0.1066722008923939,0.6749835850295469,query_1,['GO:0030030']
GO:CC,GO:0044463,cell projection part,7.754437966050345e-26,True,"""Any constituent part of a cell projection, a prolongation or process extending from a cell, e.g. a flagellum or axon."" [GOC:jl]",1488,10070,996,18842,0.09890764647467726,0.6693548387096774,query_1,"['GO:0044464', 'GO:0042995']"
GO:CC,GO:0120038,plasma membrane bounded cell projection part,7.754437966050345e-26,True,"""Any constituent part of a plasma membrane bounded cell projection, a prolongation or process extending from a cell, e.g. a cilium or axon."" [GOC:krc]",1488,10070,996,18842,0.09890764647467726,0.6693548387096774,query_1,"['GO:0120025', 'GO:0044463']"
GO:MF,GO:0003824,catalytic activity,1.0176675651517921e-25,True,"""Catalysis of a biochemical reaction at physiological temperatures. In biologically catalyzed reactions, the reactants are known as substrates, and the catalysts are naturally occurring macromolecular substances known as enzymes. Enzymes possess specific binding sites for substrates, and are usually composed wholly or largely of protein, but RNA that has catalytic activity (ribozyme) is often also regarded as enzymatic."" [GOC:vw, ISBN:0198506732]",5840,9902,3538,18098,0.35730155524136537,0.6058219178082191,query_1,['GO:0003674']
GO:BP,GO:0032989,cellular component morphogenesis,1.9780560117607236e-25,True,"""The process in which cellular structures, including whole cells or cell parts, are generated and organized."" [GOC:dph, GOC:mah, GOC:tb]",1156,9637,803,17847,0.08332468610563454,0.6946366782006921,query_1,"['GO:0009653', 'GO:0016043', 'GO:0048869']"
GO:CC,GO:0043231,intracellular membrane-bounded organelle,3.534962349773105e-25,True,"""Organized structure of distinctive morphology and function, bounded by a single or double lipid bilayer membrane and occurring within the cell. Includes the nucleus, mitochondria, plastids, vacuoles, and vesicles. Excludes the plasma membrane."" [GOC:go_curators]",11036,10070,6264,18842,0.6220456802383317,0.56759695541863,query_1,"['GO:0043229', 'GO:0043227']"
GO:CC,GO:0030054,cell junction,1.3490381381439602e-24,True,"""A cellular component that forms a specialized region of connection between two or more cells or between a cell and the extracellular matrix. At a cell junction, anchoring proteins extend through the plasma membrane to link cytoskeletal proteins in one cell to cytoskeletal proteins in neighboring cells or to proteins in the extracellular matrix."" [GOC:mah, http://www.vivo.colostate.edu/hbooks/cmb/cells/pmemb/junctions_a.html, ISBN:0198506732]",1312,10070,886,18842,0.08798411122144985,0.6753048780487805,query_1,['GO:0005575']
GO:MF,GO:0036094,small molecule binding,1.6086897125934832e-24,True,"""Interacting selectively and non-covalently with a small molecule, any low molecular weight, monomeric, non-encoded molecule."" [GOC:curators, GOC:pde, GOC:pm]",2553,9902,1645,18098,0.16612805493839627,0.6443399921660791,query_1,['GO:0005488']
GO:CC,GO:0043005,neuron projection,1.755208174658189e-24,True,"""A prolongation or process extending from a nerve cell, e.g. an axon or dendrite."" [GOC:jl, http://www.cogsci.princeton.edu/~wn/]",1336,10070,900,18842,0.08937437934458789,0.6736526946107785,query_1,"['GO:0120025', 'GO:0097458']"
GO:BP,GO:0030030,cell projection organization,5.171028404914095e-24,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a prolongation or process extending from a cell, e.g. a flagellum or axon."" [GOC:jl, GOC:mah, http://www.cogsci.princeton.edu/~wn/]",1562,9637,1044,17847,0.10833246861056345,0.6683738796414853,query_1,['GO:0016043']
GO:CC,GO:0044456,synapse part,2.4014513758229898e-23,True,"""Any constituent part of a synapse, the junction between a nerve fiber of one neuron and another neuron or muscle fiber or glial cell."" [GOC:jl]",971,10070,675,18842,0.06703078450844091,0.6951596292481977,query_1,"['GO:0005575', 'GO:0045202']"
GO:CC,GO:0012505,endomembrane system,4.3794974400064985e-23,True,"""A collection of membranous structures involved in transport within the cell. The main components of the endomembrane system are endoplasmic reticulum, Golgi bodies, vesicles, cell membrane and nuclear envelope. Members of the endomembrane system pass materials through each other or though the use of vesicles."" [GOC:lh]",4490,10070,2702,18842,0.2683217477656405,0.6017817371937639,query_1,['GO:0044464']
GO:BP,GO:0000902,cell morphogenesis,5.2305172283775325e-23,True,"""The developmental process in which the size or shape of a cell is generated and organized."" [GOC:clt, GOC:dph, GOC:go_curators, GOC:tb]",1050,9637,730,17847,0.07574971464148594,0.6952380952380952,query_1,['GO:0032989']
GO:BP,GO:0048468,cell development,6.523989428029466e-21,True,"""The process whose specific outcome is the progression of the cell over time, from its formation to the mature structure. Cell development does not include the steps involved in committing a cell to a specific fate."" [GOC:go_curators]",2196,9637,1405,17847,0.14579225900176404,0.6397996357012751,query_1,"['GO:0048869', 'GO:0048856', 'GO:0030154']"
GO:BP,GO:0006996,organelle organization,1.869563120605962e-20,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of an organelle within a cell. An organelle is an organized structure of distinctive morphology and function. Includes the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton. Excludes the plasma membrane."" [GOC:mah]",3920,9637,2391,17847,0.24810625713396287,0.6099489795918367,query_1,['GO:0016043']
GO:CC,GO:0098794,postsynapse,2.675681438493429e-20,True,"""The part of a synapse that is part of the post-synaptic cell."" [GOC:dos]",624,10070,451,18842,0.04478649453823237,0.7227564102564102,query_1,"['GO:0044464', 'GO:0044456']"
GO:BP,GO:0065008,regulation of biological quality,3.047859380970283e-20,True,"""Any process that modulates a qualitative or quantitative trait of a biological quality. A biological quality is a measurable attribute of an organism or part of an organism, such as size, mass, shape, color, etc."" [GOC:dph, GOC:isa_complete, GOC:mah, GOC:pr, GOC:vw]",4103,9637,2493,17847,0.25869046383729377,0.6076041920545941,query_1,['GO:0065007']
GO:BP,GO:0051128,regulation of cellular component organization,1.3048218427732253e-19,True,"""Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell structures, including the plasma membrane and any external encapsulating structures such as the cell wall and cell envelope."" [GOC:ai]",2488,9637,1568,17847,0.16270623638061638,0.6302250803858521,query_1,"['GO:0050794', 'GO:0016043']"
GO:BP,GO:0044237,cellular metabolic process,1.565765162156305e-19,True,"""The chemical reactions and pathways by which individual cells transform chemical substances."" [GOC:go_curators]",10785,9637,6142,17847,0.6373352703123378,0.5694946685210941,query_1,"['GO:0008152', 'GO:0009987']"
GO:BP,GO:0051179,localization,4.687264598568614e-19,True,"""Any process in which a cell, a substance, or a cellular entity, such as a protein complex or organelle, is transported, tethered to or otherwise maintained in a specific location. In the case of substances, localization may also be achieved via selective degradation."" [GOC:ai, GOC:dos]",6824,9637,3997,17847,0.4147556293452319,0.5857268464243846,query_1,['GO:0008150']
GO:CC,GO:0097060,synaptic membrane,5.648738316305987e-19,True,"""A specialized area of membrane on either the presynaptic or the postsynaptic side of a synapse, the junction between a nerve fiber of one neuron and another neuron or muscle fiber or glial cell."" [GOC:BHF, PMID:20410104]",439,10070,330,18842,0.03277060575968222,0.7517084282460137,query_1,"['GO:0098590', 'GO:0044456']"
GO:CC,GO:0005654,nucleoplasm,8.466892163272993e-19,True,"""That part of the nuclear content other than the chromosomes or the nucleolus."" [GOC:ma, ISBN:0124325653]",3553,10070,2150,18842,0.2135054617676266,0.6051224317478188,query_1,"['GO:0031981', 'GO:0044428']"
GO:CC,GO:0005856,cytoskeleton,1.6972812544955062e-18,True,"""Any of the various filamentous elements that form the internal framework of cells, and typically remain after treatment of the cells with mild detergent to remove membrane constituents and soluble components of the cytoplasm. The term embraces intermediate filaments, microfilaments, microtubules, the microtrabecular lattice, and other structures characterized by a polymeric filamentous nature and long-range order within the cell. The various elements of the cytoskeleton not only serve in the maintenance of cellular shape but also have roles in other cellular functions, including cellular movement, cell division, endocytosis, and movement of organelles."" [GOC:mah, ISBN:0198547684, PMID:16959967]",2221,10070,1392,18842,0.13823237338629593,0.6267447095902746,query_1,['GO:0043232']
GO:MF,GO:0019899,enzyme binding,2.0904691256986534e-18,True,"""Interacting selectively and non-covalently with any enzyme."" [GOC:jl]",2228,9902,1423,18098,0.1437083417491416,0.6386894075403949,query_1,['GO:0005515']
GO:BP,GO:0009653,anatomical structure morphogenesis,5.4499830472586324e-18,True,"""The process in which anatomical structures are generated and organized. Morphogenesis pertains to the creation of form."" [GOC:go_curators, ISBN:0521436125]",2764,9637,1718,17847,0.17827124623845594,0.6215629522431259,query_1,"['GO:0032502', 'GO:0048856']"
GO:MF,GO:0005488,binding,5.631982366308705e-18,True,"""The selective, non-covalent, often stoichiometric, interaction of a molecule with one or more specific sites on another molecule."" [GOC:ceb, GOC:mah, ISBN:0198506732]",15910,9902,8907,18098,0.8995152494445566,0.5598365807668133,query_1,['GO:0003674']
GO:BP,GO:0023051,regulation of signaling,6.020001037944235e-18,True,"""Any process that modulates the frequency, rate or extent of a signaling process."" [GOC:mtg_signal]",3637,9637,2215,17847,0.22984331223409774,0.6090184217761891,query_1,"['GO:0050789', 'GO:0023052']"
GO:BP,GO:0044238,primary metabolic process,8.417127115871468e-18,True,"""The chemical reactions and pathways involving those compounds which are formed as a part of the normal anabolic and catabolic processes. These processes take place in most, if not all, cells of the organism."" [GOC:go_curators, http://www.metacyc.org]",10527,9637,5991,17847,0.6216664937221127,0.5691080079794814,query_1,['GO:0008152']
GO:BP,GO:0006464,cellular protein modification process,9.170390810482486e-18,True,"""The covalent alteration of one or more amino acids occurring in proteins, peptides and nascent polypeptides (co-translational, post-translational modifications) occurring at the level of an individual cell. Includes the modification of charged tRNAs that are destined to occur in a protein (pre-translation modification)."" [GOC:go_curators]",4196,9637,2529,17847,0.26242606620317527,0.6027168732125834,query_1,"['GO:0044267', 'GO:0036211']"
GO:BP,GO:0036211,protein modification process,9.170390810482486e-18,True,"""The covalent alteration of one or more amino acids occurring in proteins, peptides and nascent polypeptides (co-translational, post-translational modifications). Includes the modification of charged tRNAs that are destined to occur in a protein (pre-translation modification)."" [GOC:bf, GOC:jl]",4196,9637,2529,17847,0.26242606620317527,0.6027168732125834,query_1,"['GO:0019538', 'GO:0043412']"
GO:BP,GO:0043412,macromolecule modification,2.835459098765766e-17,True,"""The covalent alteration of one or more monomeric units in a polypeptide, polynucleotide, polysaccharide, or other biological macromolecule, resulting in a change in its properties."" [GOC:go_curators]",4407,9637,2644,17847,0.2743592404275189,0.5999546176537327,query_1,['GO:0043170']
GO:CC,GO:0098984,neuron to neuron synapse,9.93081990560227e-17,True,"""A synapse in which pre and post-synaptic cells are neurons."" [GOC:dos]",365,10070,277,18842,0.027507447864945384,0.7589041095890411,query_1,['GO:0045202']
GO:CC,GO:0015630,microtubule cytoskeleton,2.01646308591426e-16,True,"""The part of the cytoskeleton (the internal framework of a cell) composed of microtubules and associated proteins."" [GOC:jl, ISBN:0395825172]",1211,10070,794,18842,0.0788480635551142,0.6556564822460776,query_1,['GO:0005856']
GO:MF,GO:0016740,transferase activity,2.71879008303005e-16,True,"""Catalysis of the transfer of a group, e.g. a methyl group, glycosyl group, acyl group, phosphorus-containing, or other groups, from one compound (generally regarded as the donor) to another compound (generally regarded as the acceptor). Transferase is the systematic name for any enzyme of EC class 2."" [ISBN:0198506732]",2359,9902,1488,18098,0.15027267218743687,0.6307757524374735,query_1,['GO:0003824']
GO:BP,GO:0048666,neuron development,2.794889056330227e-16,True,"""The process whose specific outcome is the progression of a neuron over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."" [GOC:dph]",1131,9637,755,17847,0.07834388295112586,0.667550839964633,query_1,"['GO:0048468', 'GO:0030182']"
GO:BP,GO:0031175,neuron projection development,3.6846584951859197e-16,True,"""The process whose specific outcome is the progression of a neuron projection over time, from its formation to the mature structure. A neuron projection is any process extending from a neural cell, such as axons or dendrites (collectively called neurites)."" [GOC:mah]",1004,9637,678,17847,0.07035384455743489,0.6752988047808764,query_1,"['GO:0120036', 'GO:0048666']"
GO:BP,GO:0010646,regulation of cell communication,4.3373011413910286e-16,True,"""Any process that modulates the frequency, rate or extent of cell communication. Cell communication is the process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."" [GOC:dph, GOC:tb]",3595,9637,2179,17847,0.22610770986821624,0.6061196105702364,query_1,"['GO:0050794', 'GO:0007154']"
GO:BP,GO:0007399,nervous system development,9.18324471637266e-16,True,"""The process whose specific outcome is the progression of nervous tissue over time, from its formation to its mature state."" [GOC:dgh]",2400,9637,1496,17847,0.15523503164885338,0.6233333333333333,query_1,['GO:0048731']
GO:BP,GO:0022008,neurogenesis,9.201793806934074e-16,True,"""Generation of cells within the nervous system."" [GO_REF:0000021, GOC:cls, GOC:curators, GOC:dgh, GOC:dph, GOC:jid, GOC:mtg_15jun06]",1656,9637,1064,17847,0.1104078032582754,0.642512077294686,query_1,"['GO:0030154', 'GO:0007399']"
GO:MF,GO:0008092,cytoskeletal protein binding,1.1796227669384615e-15,True,"""Interacting selectively and non-covalently with any protein component of any cytoskeleton (actin, microtubule, or intermediate filament cytoskeleton)."" [GOC:mah]",984,9902,668,18098,0.06746111896586549,0.6788617886178862,query_1,['GO:0005515']
GO:BP,GO:1901564,organonitrogen compound metabolic process,2.2724054626535634e-15,True,"""The chemical reactions and pathways involving organonitrogen compound."" [GOC:pr, GOC:TermGenie]",6854,9637,3984,17847,0.41340666182421915,0.5812664137729793,query_1,"['GO:0006807', 'GO:0071704']"
GO:BP,GO:0048699,generation of neurons,2.716104271257424e-15,True,"""The process in which nerve cells are generated. This includes the production of neuroblasts and their differentiation into neurons."" [GOC:nln]",1556,9637,1003,17847,0.10407803258275397,0.6446015424164524,query_1,['GO:0022008']
GO:MF,GO:0140096,"catalytic activity, acting on a protein",5.421619828199156e-15,True,"""Catalytic activity that acts to modify a protein."" [GOC:pdt]",2233,9902,1407,18098,0.14209250656433045,0.6300940438871473,query_1,['GO:0003824']
GO:CC,GO:0099572,postsynaptic specialization,5.448219641763716e-15,True,"""A network of proteins within and adjacent to the postsynaptic membrane. Its major components include neurotransmitter receptors and the proteins that spatially and functionally organize them such as anchoring and scaffolding molecules, signaling enzymes and cytoskeletal components."" [PMID:22046028]",365,10070,273,18842,0.02711022840119166,0.7479452054794521,query_1,"['GO:0043226', 'GO:0044464', 'GO:0098794', 'GO:0044456']"
GO:CC,GO:0014069,postsynaptic density,1.2995185009179912e-14,True,"""An electron dense network of proteins within and adjacent to the postsynaptic membrane of an asymmetric, neuron-neuron synapse. Its major components include neurotransmitter receptors and the proteins that spatially and functionally organize them such as anchoring and scaffolding molecules, signaling enzymes and cytoskeletal components."" [GOC:BHF, GOC:dos, GOC:ef, GOC:jid, GOC:pr, GOC:sjp, http://molneuro.kaist.ac.kr/psd, PMID:14532281, Wikipedia:Postsynaptic_density]",340,10070,256,18842,0.02542204568023833,0.7529411764705882,query_1,"['GO:0099572', 'GO:0097458', 'GO:0032279']"
GO:BP,GO:0006807,nitrogen compound metabolic process,1.3946197431986774e-14,True,"""The chemical reactions and pathways involving organic or inorganic compounds that contain nitrogen."" [CHEBI:51143, GOC:go_curators, GOC:jl, ISBN:0198506732]",10039,9637,5703,17847,0.5917816747950607,0.5680844705647973,query_1,['GO:0008152']
GO:BP,GO:0030182,neuron differentiation,1.4083320095624048e-14,True,"""The process in which a relatively unspecialized cell acquires specialized features of a neuron."" [GOC:mah]",1392,9637,903,17847,0.09370135934419425,0.6487068965517241,query_1,"['GO:0030154', 'GO:0048699']"
GO:CC,GO:0045211,postsynaptic membrane,1.466171675429398e-14,True,"""A specialized area of membrane facing the presynaptic membrane on the tip of the nerve ending and separated from it by a minute cleft (the synaptic cleft). Neurotransmitters cross the synaptic cleft and transmit the signal to the postsynaptic membrane."" [ISBN:0198506732]",334,10070,252,18842,0.025024826216484608,0.7544910179640718,query_1,"['GO:0097060', 'GO:0098794']"
GO:BP,GO:0033036,macromolecule localization,1.485378197818731e-14,True,"""Any process in which a macromolecule is transported to, or maintained in, a specific location."" [GOC:mah]",3228,9637,1961,17847,0.20348656220815606,0.6074969021065675,query_1,['GO:0051179']
GO:MF,GO:0016301,kinase activity,1.7015707067823155e-14,True,"""Catalysis of the transfer of a phosphate group, usually from ATP, to a substrate molecule."" [ISBN:0198506732]",823,9902,565,18098,0.05705917996364371,0.6865127582017011,query_1,['GO:0016772']
