source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
GO:CC,GO:0044446,intracellular organelle part,7.817655047278526e-45,True,"""A constituent part of an intracellular organelle, an organized structure of distinctive morphology and function, occurring within the cell. Includes constituent parts of the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton but excludes the plasma membrane."" [GOC:jl]",9699,16103,8636,18842,0.5362975843010619,0.8904010722754924,query_1,"['GO:0043229', 'GO:0044424', 'GO:0044422']"
GO:MF,GO:0005515,protein binding,1.0760633628233004e-43,True,"""Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules)."" [GOC:go_curators]",12715,15698,11333,18098,0.7219391005223595,0.8913094769956744,query_1,['GO:0005488']
GO:MF,GO:0043167,ion binding,1.501475917811175e-40,True,"""Interacting selectively and non-covalently with ions, charged atoms or groups of atoms."" [GOC:jl]",6276,15698,5732,18098,0.3651420563129061,0.9133205863607393,query_1,['GO:0005488']
GO:CC,GO:0012505,endomembrane system,5.105622344186777e-38,True,"""A collection of membranous structures involved in transport within the cell. The main components of the endomembrane system are endoplasmic reticulum, Golgi bodies, vesicles, cell membrane and nuclear envelope. Members of the endomembrane system pass materials through each other or though the use of vesicles."" [GOC:lh]",4490,16103,4098,18842,0.2544867416009439,0.9126948775055679,query_1,['GO:0044464']
GO:CC,GO:0043231,intracellular membrane-bounded organelle,5.361915358950251e-35,True,"""Organized structure of distinctive morphology and function, bounded by a single or double lipid bilayer membrane and occurring within the cell. Includes the nucleus, mitochondria, plastids, vacuoles, and vesicles. Excludes the plasma membrane."" [GOC:go_curators]",11036,16103,9737,18842,0.6046699372787679,0.8822943095324393,query_1,"['GO:0043229', 'GO:0043227']"
GO:CC,GO:0042995,cell projection,1.2270771982100084e-30,True,"""A prolongation or process extending from a cell, e.g. a flagellum or axon."" [GOC:jl, http://www.cogsci.princeton.edu/~wn/]",2216,16103,2065,18842,0.12823697447680557,0.9318592057761733,query_1,['GO:0044464']
GO:CC,GO:0120025,plasma membrane bounded cell projection,2.282627655372193e-30,True,"""A prolongation or process extending from a cell and that is bounded by plasma membrane, e.g. a cilium, lamellipodium, or axon."" [GOC:krc]",2144,16103,2000,18842,0.12420045954170031,0.9328358208955224,query_1,['GO:0042995']
GO:CC,GO:0097458,neuron part,3.402016065677672e-29,True,"""Any constituent part of a neuron, the basic cellular unit of nervous tissue. A typical neuron consists of a cell body (often called the soma), an axon, and dendrites. Their purpose is to receive, conduct, and transmit impulses in the nervous system."" [GOC:pr, http://en.wikipedia.org/wiki/Neuron]",1771,16103,1663,18842,0.1032726821089238,0.9390175042348955,query_1,['GO:0044464']
GO:MF,GO:0043168,anion binding,2.640775398893337e-28,True,"""Interacting selectively and non-covalently with anions, charged atoms or groups of atoms with a net negative charge."" [GOC:jl]",2820,15698,2623,18098,0.16709134921646068,0.9301418439716312,query_1,['GO:0043167']
GO:CC,GO:0098590,plasma membrane region,4.71418183490551e-28,True,"""A membrane that is a (regional) part of the plasma membrane."" [GOC:dos]",1197,16103,1142,18842,0.07091846239831087,0.9540517961570593,query_1,"['GO:0044459', 'GO:0016020']"
GO:CC,GO:0045202,synapse,3.521766365304358e-24,True,"""The junction between a nerve fiber of one neuron and another neuron, muscle fiber or glial cell. As the nerve fiber approaches the synapse it enlarges into a specialized structure, the presynaptic nerve ending, which contains mitochondria and synaptic vesicles. At the tip of the nerve ending is the presynaptic membrane; facing it, and separated from it by a minute cleft (the synaptic cleft) is a specialized area of membrane on the receiving cell, known as the postsynaptic membrane. In response to the arrival of nerve impulses, the presynaptic nerve ending secretes molecules of neurotransmitters into the synaptic cleft. These diffuse across the cleft and transmit the signal to the postsynaptic membrane."" [ISBN:0198506732]",1206,16103,1143,18842,0.07098056262808172,0.9477611940298507,query_1,['GO:0005575']
GO:CC,GO:0030054,cell junction,8.874316274679268e-24,True,"""A cellular component that forms a specialized region of connection between two or more cells or between a cell and the extracellular matrix. At a cell junction, anchoring proteins extend through the plasma membrane to link cytoskeletal proteins in one cell to cytoskeletal proteins in neighboring cells or to proteins in the extracellular matrix."" [GOC:mah, http://www.vivo.colostate.edu/hbooks/cmb/cells/pmemb/junctions_a.html, ISBN:0198506732]",1312,16103,1238,18842,0.07688008445631249,0.9435975609756098,query_1,['GO:0005575']
GO:BP,GO:0032501,multicellular organismal process,2.3664568322867532e-23,True,"""Any biological process, occurring at the level of a multicellular organism, pertinent to its function."" [GOC:curators, GOC:dph, GOC:isa_complete, GOC:tb]",7775,15300,6908,17847,0.4515032679738562,0.8884887459807074,query_1,['GO:0008150']
GO:BP,GO:0048856,anatomical structure development,2.8736892194481834e-23,True,"""The biological process whose specific outcome is the progression of an anatomical structure from an initial condition to its mature state. This process begins with the formation of the structure and ends with the mature structure, whatever form that may be including its natural destruction. An anatomical structure is any biological entity that occupies space and is distinguished from its surroundings. Anatomical structures can be macroscopic such as a carpel, or microscopic such as an acrosome."" [GO_REF:0000021, GOC:mtg_15jun06]",6028,15300,5396,17847,0.3526797385620915,0.8951559389515594,query_1,['GO:0032502']
GO:MF,GO:0097367,carbohydrate derivative binding,8.924880631371213e-23,True,"""Interacting selectively and non-covalently with a carbohydrate derivative."" [GOC:pr]",2256,15698,2101,18098,0.13383870556758823,0.9312943262411347,query_1,['GO:0005488']
GO:MF,GO:1901265,nucleoside phosphate binding,1.4600399488782351e-22,True,"""Interacting selectively and non-covalently with nucleoside phosphate."" [GOC:TermGenie]",2161,15698,2015,18098,0.12836030067524526,0.9324386857936141,query_1,"['GO:0097159', 'GO:1901363']"
GO:MF,GO:0000166,nucleotide binding,1.5863372884595082e-22,True,"""Interacting selectively and non-covalently with a nucleotide, any compound consisting of a nucleoside that is esterified with (ortho)phosphate or an oligophosphate at any hydroxyl group on the ribose or deoxyribose."" [GOC:mah, ISBN:0198547684]",2160,15698,2014,18098,0.12829659829277615,0.9324074074074075,query_1,"['GO:1901265', 'GO:0036094']"
GO:BP,GO:0009987,cellular process,4.57101316125766e-22,True,"""Any process that is carried out at the cellular level, but not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:go_curators, GOC:isa_complete]",16113,15300,13965,17847,0.9127450980392157,0.8666914913423943,query_1,['GO:0008150']
GO:BP,GO:0032502,developmental process,5.927510656187025e-22,True,"""A biological process whose specific outcome is the progression of an integrated living unit: an anatomical structure (which may be a subcellular structure, cell, tissue, or organ), or organism over time from an initial condition to a later condition."" [GOC:isa_complete]",6449,15300,5755,17847,0.3761437908496732,0.892386416498682,query_1,['GO:0008150']
GO:CC,GO:0097708,intracellular vesicle,1.3298569578960739e-21,True,"""Any vesicle that is part of the intracellular region."" [GOC:vesicles]",2349,16103,2158,18842,0.13401229584549462,0.918688803746275,query_1,"['GO:0043229', 'GO:0031982']"
GO:CC,GO:0031410,cytoplasmic vesicle,1.7081121800817524e-21,True,"""A vesicle found in the cytoplasm of a cell."" [GOC:ai, GOC:mah, GOC:vesicles]",2346,16103,2155,18842,0.13382599515618207,0.9185848252344416,query_1,"['GO:0044444', 'GO:0097708']"
GO:CC,GO:0031090,organelle membrane,1.991008777962978e-21,True,"""A membrane that is one of the two lipid bilayers of an organelle envelope or the outermost membrane of single membrane bound organelle."" [GOC:dos, GOC:mah]",3500,16103,3171,18842,0.19691982860336582,0.906,query_1,"['GO:0016020', 'GO:0043227', 'GO:0044422']"
GO:CC,GO:0120038,plasma membrane bounded cell projection part,4.959722832408071e-21,True,"""Any constituent part of a plasma membrane bounded cell projection, a prolongation or process extending from a cell, e.g. a cilium or axon."" [GOC:krc]",1488,16103,1390,18842,0.08631931938148171,0.9341397849462365,query_1,"['GO:0120025', 'GO:0044463']"
GO:CC,GO:0044463,cell projection part,4.959722832408071e-21,True,"""Any constituent part of a cell projection, a prolongation or process extending from a cell, e.g. a flagellum or axon."" [GOC:jl]",1488,16103,1390,18842,0.08631931938148171,0.9341397849462365,query_1,"['GO:0044464', 'GO:0042995']"
GO:CC,GO:0043005,neuron projection,8.978105032613753e-21,True,"""A prolongation or process extending from a nerve cell, e.g. an axon or dendrite."" [GOC:jl, http://www.cogsci.princeton.edu/~wn/]",1336,16103,1253,18842,0.07781158790287523,0.937874251497006,query_1,"['GO:0120025', 'GO:0097458']"
GO:MF,GO:0036094,small molecule binding,2.0453189974839402e-20,True,"""Interacting selectively and non-covalently with a small molecule, any low molecular weight, monomeric, non-encoded molecule."" [GOC:curators, GOC:pde, GOC:pm]",2553,15698,2360,18098,0.15033762262708625,0.9244026635330983,query_1,['GO:0005488']
GO:MF,GO:0032553,ribonucleotide binding,3.2886263868511227e-20,True,"""Interacting selectively and non-covalently with a ribonucleotide, any compound consisting of a ribonucleoside that is esterified with (ortho)phosphate or an oligophosphate at any hydroxyl group on the ribose moiety."" [GOC:mah]",1926,15698,1797,18098,0.1144731812969805,0.9330218068535826,query_1,"['GO:0097367', 'GO:0000166']"
GO:MF,GO:0032559,adenyl ribonucleotide binding,3.531193195126549e-20,True,"""Interacting selectively and non-covalently with an adenyl ribonucleotide, any compound consisting of adenosine esterified with (ortho)phosphate or an oligophosphate at any hydroxyl group on the ribose moiety."" [GOC:mah]",1556,15698,1463,18098,0.09319658555229966,0.9402313624678663,query_1,"['GO:0032555', 'GO:0030554']"
GO:CC,GO:0044456,synapse part,4.985058214475983e-20,True,"""Any constituent part of a synapse, the junction between a nerve fiber of one neuron and another neuron or muscle fiber or glial cell."" [GOC:jl]",971,16103,922,18842,0.05725641184872384,0.9495365602471678,query_1,"['GO:0005575', 'GO:0045202']"
GO:BP,GO:0007399,nervous system development,5.046110396720952e-20,True,"""The process whose specific outcome is the progression of nervous tissue over time, from its formation to its mature state."" [GOC:dgh]",2400,15300,2205,17847,0.14411764705882352,0.91875,query_1,['GO:0048731']
GO:MF,GO:0030554,adenyl nucleotide binding,8.57665701946781e-20,True,"""Interacting selectively and non-covalently with adenyl nucleotides, any compound consisting of adenosine esterified with (ortho)phosphate."" [ISBN:0198506732]",1567,15698,1472,18098,0.09376990699452159,0.9393746011486918,query_1,['GO:0017076']
GO:MF,GO:0032555,purine ribonucleotide binding,1.2234686434608195e-19,True,"""Interacting selectively and non-covalently with a purine ribonucleotide, any compound consisting of a purine ribonucleoside that is esterified with (ortho)phosphate or an oligophosphate at any hydroxyl group on the ribose moiety."" [GOC:mah]",1910,15698,1781,18098,0.11345394317747484,0.9324607329842932,query_1,"['GO:0017076', 'GO:0032553']"
GO:CC,GO:0043233,organelle lumen,1.242584073656555e-19,True,"""The internal volume enclosed by the membranes of a particular organelle; includes the volume enclosed by a single organelle membrane, e.g. endoplasmic reticulum lumen, or the volume enclosed by the innermost of the two lipid bilayers of an organelle envelope, e.g. nuclear lumen."" [GOC:jl, GOC:mah]",5664,16103,5048,18842,0.31348195988325156,0.8912429378531074,query_1,"['GO:0031974', 'GO:0044422']"
GO:CC,GO:0070013,intracellular organelle lumen,1.242584073656555e-19,True,"""An organelle lumen that is part of an intracellular organelle."" [GOC:mah]",5664,16103,5048,18842,0.31348195988325156,0.8912429378531074,query_1,"['GO:0043229', 'GO:0043233', 'GO:0044424']"
GO:CC,GO:0031974,membrane-enclosed lumen,1.242584073656555e-19,True,"""The enclosed volume within a sealed membrane or between two sealed membranes. Encompasses the volume enclosed by the membranes of a particular organelle, e.g. endoplasmic reticulum lumen, or the space between the two lipid bilayers of a double membrane surrounding an organelle, e.g. nuclear envelope lumen."" [GOC:add, GOC:mah]",5664,16103,5048,18842,0.31348195988325156,0.8912429378531074,query_1,['GO:0005575']
GO:BP,GO:0032989,cellular component morphogenesis,1.2562232236732384e-19,True,"""The process in which cellular structures, including whole cells or cell parts, are generated and organized."" [GOC:dph, GOC:mah, GOC:tb]",1156,15300,1092,17847,0.07137254901960784,0.9446366782006921,query_1,"['GO:0009653', 'GO:0016043', 'GO:0048869']"
GO:MF,GO:0017076,purine nucleotide binding,2.149848927404884e-19,True,"""Interacting selectively and non-covalently with purine nucleotides, any compound consisting of a purine nucleoside esterified with (ortho)phosphate."" [GOC:ai]",1923,15698,1792,18098,0.11415466938463499,0.9318772750910036,query_1,['GO:0000166']
GO:BP,GO:0065008,regulation of biological quality,2.382444681112511e-19,True,"""Any process that modulates a qualitative or quantitative trait of a biological quality. A biological quality is a measurable attribute of an organism or part of an organism, such as size, mass, shape, color, etc."" [GOC:dph, GOC:isa_complete, GOC:mah, GOC:pr, GOC:vw]",4103,15300,3701,17847,0.2418954248366013,0.9020229100658055,query_1,['GO:0065007']
GO:CC,GO:0031226,intrinsic component of plasma membrane,2.7269687320652717e-19,True,"""The component of the plasma membrane consisting of the gene products and protein complexes having either part of their peptide sequence embedded in the hydrophobic region of the membrane or some other covalently attached group such as a GPI anchor that is similarly embedded in the membrane."" [GOC:dos, GOC:mah]",1744,16103,1614,18842,0.10022977085015214,0.9254587155963303,query_1,"['GO:0044459', 'GO:0031224']"
GO:MF,GO:0005524,ATP binding,3.673968293690534e-19,True,"""Interacting selectively and non-covalently with ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator."" [ISBN:0198506732]",1498,15698,1408,18098,0.08969295451649892,0.9399198931909212,query_1,"['GO:0008144', 'GO:0032559', 'GO:0035639']"
GO:BP,GO:0051128,regulation of cellular component organization,3.89119023639565e-19,True,"""Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell structures, including the plasma membrane and any external encapsulating structures such as the cell wall and cell envelope."" [GOC:ai]",2488,15300,2280,17847,0.14901960784313725,0.9163987138263665,query_1,"['GO:0050794', 'GO:0016043']"
GO:BP,GO:0007275,multicellular organism development,8.614429044501342e-19,True,"""The biological process whose specific outcome is the progression of a multicellular organism over time from an initial condition (e.g. a zygote or a young adult) to a later condition (e.g. a multicellular animal or an aged adult)."" [GOC:dph, GOC:ems, GOC:isa_complete, GOC:tb]",5532,15300,4944,17847,0.32313725490196077,0.8937093275488069,query_1,"['GO:0032501', 'GO:0048856']"
GO:MF,GO:0035639,purine ribonucleoside triphosphate binding,9.43768624201868e-19,True,"""Interacting selectively and non-covalently with a purine ribonucleoside triphosphate, a compound consisting of a purine base linked to a ribose sugar esterified with triphosphate on the sugar."" [CHEBI:26398, GOC:BHF, GOC:ebc, ISBN:0198506732]",1845,15698,1720,18098,0.10956809784685947,0.9322493224932249,query_1,"['GO:0043168', 'GO:1901265']"
GO:BP,GO:0044237,cellular metabolic process,2.400001398586783e-18,True,"""The chemical reactions and pathways by which individual cells transform chemical substances."" [GOC:go_curators]",10785,15300,9463,17847,0.6184967320261437,0.8774223458507185,query_1,"['GO:0008152', 'GO:0009987']"
GO:MF,GO:0043169,cation binding,4.5751519321314526e-18,True,"""Interacting selectively and non-covalently with cations, charged atoms or groups of atoms with a net positive charge."" [GOC:jl]",4308,15698,3909,18098,0.2490126130717289,0.9073816155988857,query_1,['GO:0043167']
GO:BP,GO:0071840,cellular component organization or biogenesis,5.068926779460704e-18,True,"""A process that results in the biosynthesis of constituent macromolecules, assembly, arrangement of constituent parts, or disassembly of a cellular component."" [GOC:mah]",6636,15300,5897,17847,0.38542483660130716,0.8886377335744424,query_1,['GO:0008150']
GO:BP,GO:0033036,macromolecule localization,6.152624452575221e-18,True,"""Any process in which a macromolecule is transported to, or maintained in, a specific location."" [GOC:mah]",3228,15300,2928,17847,0.19137254901960785,0.9070631970260223,query_1,['GO:0051179']
GO:MF,GO:0046872,metal ion binding,7.669748542018012e-18,True,"""Interacting selectively and non-covalently with any metal ion."" [GOC:ai]",4214,15698,3825,18098,0.24366161294432412,0.9076886568580921,query_1,['GO:0043169']
GO:CC,GO:0005887,integral component of plasma membrane,8.870917800506041e-18,True,"""The component of the plasma membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."" [GOC:dos, GOC:go_curators]",1668,16103,1542,18842,0.09575855430665094,0.9244604316546763,query_1,"['GO:0031226', 'GO:0016021']"
GO:BP,GO:0044238,primary metabolic process,1.6625728706310434e-17,True,"""The chemical reactions and pathways involving those compounds which are formed as a part of the normal anabolic and catabolic processes. These processes take place in most, if not all, cells of the organism."" [GOC:go_curators, http://www.metacyc.org]",10527,15300,9238,17847,0.6037908496732026,0.8775529590576613,query_1,['GO:0008152']
GO:CC,GO:0044432,endoplasmic reticulum part,1.8815184148084624e-17,True,"""Any constituent part of the endoplasmic reticulum, the irregular network of unit membranes, visible only by electron microscopy, that occurs in the cytoplasm of many eukaryotic cells. The membranes form a complex meshwork of tubular channels, which are often expanded into slitlike cavities called cisternae."" [GOC:jl]",1354,16103,1261,18842,0.07830838974104204,0.931314623338257,query_1,"['GO:0044446', 'GO:0005783', 'GO:0044444']"
GO:BP,GO:0000902,cell morphogenesis,3.357756635876627e-17,True,"""The developmental process in which the size or shape of a cell is generated and organized."" [GOC:clt, GOC:dph, GOC:go_curators, GOC:tb]",1050,15300,991,17847,0.06477124183006536,0.9438095238095238,query_1,['GO:0032989']
GO:BP,GO:0008104,protein localization,3.4052423757414425e-17,True,"""Any process in which a protein is transported to, or maintained in, a specific location."" [GOC:ai]",2863,15300,2604,17847,0.17019607843137255,0.9095354523227384,query_1,['GO:0033036']
GO:CC,GO:0005856,cytoskeleton,3.8936812356651806e-17,True,"""Any of the various filamentous elements that form the internal framework of cells, and typically remain after treatment of the cells with mild detergent to remove membrane constituents and soluble components of the cytoplasm. The term embraces intermediate filaments, microfilaments, microtubules, the microtrabecular lattice, and other structures characterized by a polymeric filamentous nature and long-range order within the cell. The various elements of the cytoskeleton not only serve in the maintenance of cellular shape but also have roles in other cellular functions, including cellular movement, cell division, endocytosis, and movement of organelles."" [GOC:mah, ISBN:0198547684, PMID:16959967]",2221,16103,2030,18842,0.1260634664348258,0.9140027014858172,query_1,['GO:0043232']
GO:BP,GO:0016043,cellular component organization,5.440330680605581e-17,True,"""A process that results in the assembly, arrangement of constituent parts, or disassembly of a cellular component."" [GOC:ai, GOC:jl, GOC:mah]",6454,15300,5734,17847,0.3747712418300654,0.8884412767276108,query_1,"['GO:0009987', 'GO:0071840']"
GO:CC,GO:0031982,vesicle,2.3635947439206297e-16,True,"""Any small, fluid-filled, spherical organelle enclosed by membrane."" [GOC:mah, GOC:pz, GOC:vesicles]",3891,16103,3491,18842,0.21679190213003788,0.8971986635826266,query_1,['GO:0043227']
GO:CC,GO:0098805,whole membrane,7.939829699434286e-16,True,"""Any lipid bilayer that completely encloses some structure, and all the proteins embedded in it or attached to it.  Examples include the plasma membrane and most organelle membranes."" [GOC:dos]",1678,16103,1545,18842,0.09594485499596349,0.9207389749702026,query_1,['GO:0016020']
GO:MF,GO:0008144,drug binding,1.2386997284714217e-15,True,"""Interacting selectively and non-covalently with a drug, any naturally occurring or synthetic substance, other than a nutrient, that, when administered or applied to an organism, affects the structure or functioning of the organism; in particular, any such substance used in the diagnosis, prevention, or treatment of disease."" [GOC:jl, ISBN:0198506732]",1754,15698,1629,18098,0.10377118104217098,0.9287343215507412,query_1,['GO:0005488']
GO:CC,GO:0098588,bounding membrane of organelle,1.4664324233928716e-15,True,"""The lipid bilayer that forms the outer-most layer of an organelle."" [GOC:dos]",2071,16103,1892,18842,0.11749363472644848,0.9135683244809271,query_1,['GO:0031090']
GO:BP,GO:0006464,cellular protein modification process,2.3482417608413633e-15,True,"""The covalent alteration of one or more amino acids occurring in proteins, peptides and nascent polypeptides (co-translational, post-translational modifications) occurring at the level of an individual cell. Includes the modification of charged tRNAs that are destined to occur in a protein (pre-translation modification)."" [GOC:go_curators]",4196,15300,3764,17847,0.24601307189542485,0.8970448045757865,query_1,"['GO:0044267', 'GO:0036211']"
GO:BP,GO:0036211,protein modification process,2.3482417608413633e-15,True,"""The covalent alteration of one or more amino acids occurring in proteins, peptides and nascent polypeptides (co-translational, post-translational modifications). Includes the modification of charged tRNAs that are destined to occur in a protein (pre-translation modification)."" [GOC:bf, GOC:jl]",4196,15300,3764,17847,0.24601307189542485,0.8970448045757865,query_1,"['GO:0019538', 'GO:0043412']"
GO:CC,GO:0044433,cytoplasmic vesicle part,4.1048185191602116e-15,True,"""Any constituent part of cytoplasmic vesicle, a vesicle formed of membrane or protein, found in the cytoplasm of a cell."" [GOC:jl]",1506,16103,1390,18842,0.08631931938148171,0.9229747675962815,query_1,"['GO:0031410', 'GO:0044446', 'GO:0044444']"
GO:BP,GO:0006807,nitrogen compound metabolic process,5.2390452093424054e-15,True,"""The chemical reactions and pathways involving organic or inorganic compounds that contain nitrogen."" [CHEBI:51143, GOC:go_curators, GOC:jl, ISBN:0198506732]",10039,15300,8806,17847,0.5755555555555556,0.8771790018926188,query_1,['GO:0008152']
GO:MF,GO:0019899,enzyme binding,5.9696493586720895e-15,True,"""Interacting selectively and non-covalently with any enzyme."" [GOC:jl]",2228,15698,2051,18098,0.13065358644413302,0.920556552962298,query_1,['GO:0005515']
GO:BP,GO:0048468,cell development,6.465382076077963e-15,True,"""The process whose specific outcome is the progression of the cell over time, from its formation to the mature structure. Cell development does not include the steps involved in committing a cell to a specific fate."" [GOC:go_curators]",2196,15300,2007,17847,0.13117647058823528,0.9139344262295082,query_1,"['GO:0048869', 'GO:0048856', 'GO:0030154']"
GO:CC,GO:0005654,nucleoplasm,7.628526423983946e-15,True,"""That part of the nuclear content other than the chromosomes or the nucleolus."" [GOC:ma, ISBN:0124325653]",3553,16103,3189,18842,0.19803763273924113,0.8975513650436251,query_1,"['GO:0031981', 'GO:0044428']"
GO:BP,GO:0043412,macromolecule modification,9.311610659660207e-15,True,"""The covalent alteration of one or more monomeric units in a polypeptide, polynucleotide, polysaccharide, or other biological macromolecule, resulting in a change in its properties."" [GOC:go_curators]",4407,15300,3945,17847,0.257843137254902,0.8951667801225324,query_1,['GO:0043170']
GO:BP,GO:0030030,cell projection organization,1.8942286275420777e-14,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a prolongation or process extending from a cell, e.g. a flagellum or axon."" [GOC:jl, GOC:mah, http://www.cogsci.princeton.edu/~wn/]",1562,15300,1443,17847,0.09431372549019608,0.9238156209987196,query_1,['GO:0016043']
GO:CC,GO:0042175,nuclear outer membrane-endoplasmic reticulum membrane network,3.0321872450524264e-14,True,"""The continuous network of membranes encompassing the nuclear outer membrane and the endoplasmic reticulum membrane."" [GOC:bf, GOC:jl, GOC:mah, GOC:mcc, GOC:pr, GOC:vw]",1094,16103,1020,18842,0.06334223436626715,0.9323583180987203,query_1,"['GO:0044464', 'GO:0012505', 'GO:0016020']"
GO:BP,GO:0071702,organic substance transport,3.879893665305206e-14,True,"""The directed movement of organic substances into, out of or within a cell, or between cells, or within a multicellular organism by means of some agent such as a transporter or pore. An organic substance is a molecular entity that contains carbon."" [CHEBI:50860, GOC:mah]",2893,15300,2618,17847,0.1711111111111111,0.9049429657794676,query_1,['GO:0006810']
GO:BP,GO:0048731,system development,3.938274891048669e-14,True,"""The process whose specific outcome is the progression of an organismal system over time, from its formation to the mature structure. A system is a regularly interacting or interdependent group of organs or tissues that work together to carry out a given biological process."" [GOC:dph, GOC:jid]",4967,15300,4429,17847,0.28947712418300653,0.8916851218039058,query_1,"['GO:0007275', 'GO:0048856']"
GO:BP,GO:0120036,plasma membrane bounded cell projection organization,4.9283352786581484e-14,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a plasma membrane bounded prolongation or process extending from a cell, e.g. a cilium or axon."" [GOC:krc]",1523,15300,1407,17847,0.0919607843137255,0.9238345370978333,query_1,['GO:0030030']
GO:MF,GO:0003824,catalytic activity,5.502023575206401e-14,True,"""Catalysis of a biochemical reaction at physiological temperatures. In biologically catalyzed reactions, the reactants are known as substrates, and the catalysts are naturally occurring macromolecular substances known as enzymes. Enzymes possess specific binding sites for substrates, and are usually composed wholly or largely of protein, but RNA that has catalytic activity (ribozyme) is often also regarded as enzymatic."" [GOC:vw, ISBN:0198506732]",5840,15698,5235,18098,0.33348197222576126,0.896404109589041,query_1,['GO:0003674']
