source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
GO:CC,GO:0042995,cell projection,1.0664280961890894e-28,True,"""A prolongation or process extending from a cell, e.g. a flagellum or axon."" [GOC:jl, http://www.cogsci.princeton.edu/~wn/]",2216,15989,2050,18842,0.12821314653824503,0.9250902527075813,query_1,['GO:0044464']
GO:CC,GO:0120025,plasma membrane bounded cell projection,1.2169930749546406e-28,True,"""A prolongation or process extending from a cell and that is bounded by plasma membrane, e.g. a cilium, lamellipodium, or axon."" [GOC:krc]",2144,15989,1986,18842,0.12421039464631935,0.9263059701492538,query_1,['GO:0042995']
GO:CC,GO:0098590,plasma membrane region,2.577495177621009e-27,True,"""A membrane that is a (regional) part of the plasma membrane."" [GOC:dos]",1197,15989,1136,18842,0.07104884608168116,0.9490392648287385,query_1,"['GO:0044459', 'GO:0016020']"
GO:CC,GO:0097458,neuron part,4.3802908717487533e-26,True,"""Any constituent part of a neuron, the basic cellular unit of nervous tissue. A typical neuron consists of a cell body (often called the soma), an axon, and dendrites. Their purpose is to receive, conduct, and transmit impulses in the nervous system."" [GOC:pr, http://en.wikipedia.org/wiki/Neuron]",1771,15989,1648,18842,0.10307086121708675,0.9305477131564088,query_1,['GO:0044464']
GO:MF,GO:0043168,anion binding,1.405747429923981e-24,True,"""Interacting selectively and non-covalently with anions, charged atoms or groups of atoms with a net negative charge."" [GOC:jl]",2820,15568,2596,18098,0.16675231243576566,0.9205673758865248,query_1,['GO:0043167']
GO:CC,GO:0097708,intracellular vesicle,2.9707592779678543e-24,True,"""Any vesicle that is part of the intracellular region."" [GOC:vesicles]",2349,15989,2155,18842,0.13478016136093565,0.9174116645381013,query_1,"['GO:0043229', 'GO:0031982']"
GO:CC,GO:0031410,cytoplasmic vesicle,3.89169830245764e-24,True,"""A vesicle found in the cytoplasm of a cell."" [GOC:ai, GOC:mah, GOC:vesicles]",2346,15989,2152,18842,0.13459253236600163,0.9173060528559249,query_1,"['GO:0044444', 'GO:0097708']"
GO:BP,GO:0048856,anatomical structure development,3.898351935772457e-24,True,"""The biological process whose specific outcome is the progression of an anatomical structure from an initial condition to its mature state. This process begins with the formation of the structure and ends with the mature structure, whatever form that may be including its natural destruction. An anatomical structure is any biological entity that occupies space and is distinguished from its surroundings. Anatomical structures can be macroscopic such as a carpel, or microscopic such as an acrosome."" [GO_REF:0000021, GOC:mtg_15jun06]",6028,15193,5368,17847,0.35332060817481736,0.8905109489051095,query_1,['GO:0032502']
GO:BP,GO:0007399,nervous system development,5.25275621747659e-24,True,"""The process whose specific outcome is the progression of nervous tissue over time, from its formation to its mature state."" [GOC:dgh]",2400,15193,2206,17847,0.14519844665306392,0.9191666666666667,query_1,['GO:0048731']
GO:MF,GO:0043169,cation binding,7.552359322384337e-24,True,"""Interacting selectively and non-covalently with cations, charged atoms or groups of atoms with a net positive charge."" [GOC:jl]",4308,15568,3907,18098,0.25096351490236385,0.9069173630454967,query_1,['GO:0043167']
GO:MF,GO:0046872,metal ion binding,9.583029839957351e-24,True,"""Interacting selectively and non-covalently with any metal ion."" [GOC:ai]",4214,15568,3824,18098,0.24563206577595068,0.9074513526340768,query_1,['GO:0043169']
GO:BP,GO:0032502,developmental process,1.0819176974683731e-22,True,"""A biological process whose specific outcome is the progression of an integrated living unit: an anatomical structure (which may be a subcellular structure, cell, tissue, or organ), or organism over time from an initial condition to a later condition."" [GOC:isa_complete]",6449,15193,5724,17847,0.37675245178700717,0.8875794696852225,query_1,['GO:0008150']
GO:BP,GO:0032989,cellular component morphogenesis,1.9694825020724563e-21,True,"""The process in which cellular structures, including whole cells or cell parts, are generated and organized."" [GOC:dph, GOC:mah, GOC:tb]",1156,15193,1091,17847,0.07180938590140196,0.9437716262975778,query_1,"['GO:0009653', 'GO:0016043', 'GO:0048869']"
GO:CC,GO:0005856,cytoskeleton,2.8155006943549532e-21,True,"""Any of the various filamentous elements that form the internal framework of cells, and typically remain after treatment of the cells with mild detergent to remove membrane constituents and soluble components of the cytoplasm. The term embraces intermediate filaments, microfilaments, microtubules, the microtrabecular lattice, and other structures characterized by a polymeric filamentous nature and long-range order within the cell. The various elements of the cytoskeleton not only serve in the maintenance of cellular shape but also have roles in other cellular functions, including cellular movement, cell division, endocytosis, and movement of organelles."" [GOC:mah, ISBN:0198547684, PMID:16959967]",2221,15989,2033,18842,0.1271499155669523,0.9153534443944169,query_1,['GO:0043232']
GO:CC,GO:0045202,synapse,2.84421085538402e-21,True,"""The junction between a nerve fiber of one neuron and another neuron, muscle fiber or glial cell. As the nerve fiber approaches the synapse it enlarges into a specialized structure, the presynaptic nerve ending, which contains mitochondria and synaptic vesicles. At the tip of the nerve ending is the presynaptic membrane; facing it, and separated from it by a minute cleft (the synaptic cleft) is a specialized area of membrane on the receiving cell, known as the postsynaptic membrane. In response to the arrival of nerve impulses, the presynaptic nerve ending secretes molecules of neurotransmitters into the synaptic cleft. These diffuse across the cleft and transmit the signal to the postsynaptic membrane."" [ISBN:0198506732]",1206,15989,1132,18842,0.0707986740884358,0.9386401326699834,query_1,['GO:0005575']
GO:CC,GO:0030054,cell junction,7.132818067032005e-21,True,"""A cellular component that forms a specialized region of connection between two or more cells or between a cell and the extracellular matrix. At a cell junction, anchoring proteins extend through the plasma membrane to link cytoskeletal proteins in one cell to cytoskeletal proteins in neighboring cells or to proteins in the extracellular matrix."" [GOC:mah, http://www.vivo.colostate.edu/hbooks/cmb/cells/pmemb/junctions_a.html, ISBN:0198506732]",1312,15989,1226,18842,0.07667771592970167,0.9344512195121951,query_1,['GO:0005575']
GO:CC,GO:0031090,organelle membrane,2.183477757251494e-20,True,"""A membrane that is one of the two lipid bilayers of an organelle envelope or the outermost membrane of single membrane bound organelle."" [GOC:dos, GOC:mah]",3500,15989,3149,18842,0.19694790168240667,0.8997142857142857,query_1,"['GO:0016020', 'GO:0043227', 'GO:0044422']"
GO:BP,GO:0065008,regulation of biological quality,2.581063021780057e-20,True,"""Any process that modulates a qualitative or quantitative trait of a biological quality. A biological quality is a measurable attribute of an organism or part of an organism, such as size, mass, shape, color, etc."" [GOC:dph, GOC:isa_complete, GOC:mah, GOC:pr, GOC:vw]",4103,15193,3684,17847,0.24248008951490818,0.8978796002924689,query_1,['GO:0065007']
GO:BP,GO:0032501,multicellular organismal process,2.6125415197475195e-20,True,"""Any biological process, occurring at the level of a multicellular organism, pertinent to its function."" [GOC:curators, GOC:dph, GOC:isa_complete, GOC:tb]",7775,15193,6850,17847,0.4508655301783716,0.8810289389067524,query_1,['GO:0008150']
GO:CC,GO:0044463,cell projection part,2.526274978589962e-19,True,"""Any constituent part of a cell projection, a prolongation or process extending from a cell, e.g. a flagellum or axon."" [GOC:jl]",1488,15989,1379,18842,0.08624679467133654,0.926747311827957,query_1,"['GO:0044464', 'GO:0042995']"
GO:CC,GO:0120038,plasma membrane bounded cell projection part,2.526274978589962e-19,True,"""Any constituent part of a plasma membrane bounded cell projection, a prolongation or process extending from a cell, e.g. a cilium or axon."" [GOC:krc]",1488,15989,1379,18842,0.08624679467133654,0.926747311827957,query_1,"['GO:0120025', 'GO:0044463']"
GO:BP,GO:0000902,cell morphogenesis,2.9323757418680735e-19,True,"""The developmental process in which the size or shape of a cell is generated and organized."" [GOC:clt, GOC:dph, GOC:go_curators, GOC:tb]",1050,15193,991,17847,0.06522740735865201,0.9438095238095238,query_1,['GO:0032989']
GO:BP,GO:0007275,multicellular organism development,4.317547058669726e-19,True,"""The biological process whose specific outcome is the progression of a multicellular organism over time from an initial condition (e.g. a zygote or a young adult) to a later condition (e.g. a multicellular animal or an aged adult)."" [GOC:dph, GOC:ems, GOC:isa_complete, GOC:tb]",5532,15193,4916,17847,0.3235700651615876,0.888647866955893,query_1,"['GO:0032501', 'GO:0048856']"
GO:BP,GO:0071840,cellular component organization or biogenesis,5.794259735794322e-19,True,"""A process that results in the biosynthesis of constituent macromolecules, assembly, arrangement of constituent parts, or disassembly of a cellular component."" [GOC:mah]",6636,15193,5866,17847,0.3860988613177121,0.8839662447257384,query_1,['GO:0008150']
GO:BP,GO:0051128,regulation of cellular component organization,1.4041003088820973e-18,True,"""Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell structures, including the plasma membrane and any external encapsulating structures such as the cell wall and cell envelope."" [GOC:ai]",2488,15193,2266,17847,0.14914763377871387,0.9107717041800643,query_1,"['GO:0050794', 'GO:0016043']"
GO:MF,GO:0036094,small molecule binding,1.5192361304000648e-18,True,"""Interacting selectively and non-covalently with a small molecule, any low molecular weight, monomeric, non-encoded molecule."" [GOC:curators, GOC:pde, GOC:pm]",2553,15568,2339,18098,0.15024409044193218,0.9161770466118292,query_1,['GO:0005488']
GO:CC,GO:0098805,whole membrane,1.9673447891820067e-18,True,"""Any lipid bilayer that completely encloses some structure, and all the proteins embedded in it or attached to it.  Examples include the plasma membrane and most organelle membranes."" [GOC:dos]",1678,15989,1545,18842,0.09662893239101883,0.9207389749702026,query_1,['GO:0016020']
GO:BP,GO:0016043,cellular component organization,2.7210502679033447e-18,True,"""A process that results in the assembly, arrangement of constituent parts, or disassembly of a cellular component."" [GOC:ai, GOC:jl, GOC:mah]",6454,15193,5706,17847,0.3755676956493122,0.8841028819336846,query_1,"['GO:0009987', 'GO:0071840']"
GO:BP,GO:0048468,cell development,2.7650946853400975e-18,True,"""The process whose specific outcome is the progression of the cell over time, from its formation to the mature structure. Cell development does not include the steps involved in committing a cell to a specific fate."" [GOC:go_curators]",2196,15193,2008,17847,0.13216612913841902,0.9143897996357013,query_1,"['GO:0048869', 'GO:0048856', 'GO:0030154']"
GO:CC,GO:0043005,neuron projection,2.954576404186181e-18,True,"""A prolongation or process extending from a nerve cell, e.g. an axon or dendrite."" [GOC:jl, http://www.cogsci.princeton.edu/~wn/]",1336,15989,1241,18842,0.07761586090437175,0.9288922155688623,query_1,"['GO:0120025', 'GO:0097458']"
GO:MF,GO:1901265,nucleoside phosphate binding,3.020677683524436e-18,True,"""Interacting selectively and non-covalently with nucleoside phosphate."" [GOC:TermGenie]",2161,15568,1990,18098,0.1278263103802672,0.9208699676075891,query_1,"['GO:0097159', 'GO:1901363']"
GO:MF,GO:0000166,nucleotide binding,3.2666831453787813e-18,True,"""Interacting selectively and non-covalently with a nucleotide, any compound consisting of a nucleoside that is esterified with (ortho)phosphate or an oligophosphate at any hydroxyl group on the ribose or deoxyribose."" [GOC:mah, ISBN:0198547684]",2160,15568,1989,18098,0.12776207605344295,0.9208333333333333,query_1,"['GO:1901265', 'GO:0036094']"
GO:CC,GO:0098588,bounding membrane of organelle,3.3293031456503015e-18,True,"""The lipid bilayer that forms the outer-most layer of an organelle."" [GOC:dos]",2071,15989,1891,18842,0.11826880980674213,0.9130854659584742,query_1,['GO:0031090']
GO:BP,GO:0009987,cellular process,5.084598527075603e-18,True,"""Any process that is carried out at the cellular level, but not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:go_curators, GOC:isa_complete]",16113,15193,13856,17847,0.9119989468834332,0.8599267672066033,query_1,['GO:0008150']
GO:CC,GO:0031226,intrinsic component of plasma membrane,5.603660250181688e-18,True,"""The component of the plasma membrane consisting of the gene products and protein complexes having either part of their peptide sequence embedded in the hydrophobic region of the membrane or some other covalently attached group such as a GPI anchor that is similarly embedded in the membrane."" [GOC:dos, GOC:mah]",1744,15989,1602,18842,0.10019388329476515,0.9185779816513762,query_1,"['GO:0044459', 'GO:0031224']"
GO:CC,GO:0031982,vesicle,6.1340914315125506e-18,True,"""Any small, fluid-filled, spherical organelle enclosed by membrane."" [GOC:mah, GOC:pz, GOC:vesicles]",3891,15989,3478,18842,0.2175245481268372,0.8938576201490619,query_1,['GO:0043227']
GO:CC,GO:0031974,membrane-enclosed lumen,2.8158595364174276e-17,True,"""The enclosed volume within a sealed membrane or between two sealed membranes. Encompasses the volume enclosed by the membranes of a particular organelle, e.g. endoplasmic reticulum lumen, or the space between the two lipid bilayers of a double membrane surrounding an organelle, e.g. nuclear envelope lumen."" [GOC:add, GOC:mah]",5664,15989,5005,18842,0.3130277065482519,0.8836511299435028,query_1,['GO:0005575']
GO:CC,GO:0043233,organelle lumen,2.8158595364174276e-17,True,"""The internal volume enclosed by the membranes of a particular organelle; includes the volume enclosed by a single organelle membrane, e.g. endoplasmic reticulum lumen, or the volume enclosed by the innermost of the two lipid bilayers of an organelle envelope, e.g. nuclear lumen."" [GOC:jl, GOC:mah]",5664,15989,5005,18842,0.3130277065482519,0.8836511299435028,query_1,"['GO:0031974', 'GO:0044422']"
GO:CC,GO:0070013,intracellular organelle lumen,2.8158595364174276e-17,True,"""An organelle lumen that is part of an intracellular organelle."" [GOC:mah]",5664,15989,5005,18842,0.3130277065482519,0.8836511299435028,query_1,"['GO:0043229', 'GO:0043233', 'GO:0044424']"
GO:MF,GO:0032559,adenyl ribonucleotide binding,3.33324421716289e-17,True,"""Interacting selectively and non-covalently with an adenyl ribonucleotide, any compound consisting of adenosine esterified with (ortho)phosphate or an oligophosphate at any hydroxyl group on the ribose moiety."" [GOC:mah]",1556,15568,1447,18098,0.09294707091469681,0.9299485861182519,query_1,"['GO:0032555', 'GO:0030554']"
GO:CC,GO:0044456,synapse part,4.403140340342441e-17,True,"""Any constituent part of a synapse, the junction between a nerve fiber of one neuron and another neuron or muscle fiber or glial cell."" [GOC:jl]",971,15989,912,18842,0.05703921445994121,0.9392378990731205,query_1,"['GO:0005575', 'GO:0045202']"
GO:MF,GO:0030554,adenyl nucleotide binding,6.691396368960022e-17,True,"""Interacting selectively and non-covalently with adenyl nucleotides, any compound consisting of adenosine esterified with (ortho)phosphate."" [ISBN:0198506732]",1567,15568,1456,18098,0.09352517985611511,0.9291640076579452,query_1,['GO:0017076']
GO:MF,GO:0019899,enzyme binding,6.791055414112128e-17,True,"""Interacting selectively and non-covalently with any enzyme."" [GOC:jl]",2228,15568,2045,18098,0.13135919835560123,0.9178635547576302,query_1,['GO:0005515']
GO:MF,GO:0005524,ATP binding,7.890482826469197e-17,True,"""Interacting selectively and non-covalently with ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator."" [ISBN:0198506732]",1498,15568,1394,18098,0.08954265159301131,0.9305740987983978,query_1,"['GO:0008144', 'GO:0032559', 'GO:0035639']"
GO:BP,GO:0022008,neurogenesis,9.108654973127971e-17,True,"""Generation of cells within the nervous system."" [GO_REF:0000021, GOC:cls, GOC:curators, GOC:dgh, GOC:dph, GOC:jid, GOC:mtg_15jun06]",1656,15193,1526,17847,0.10044099256236425,0.9214975845410628,query_1,"['GO:0030154', 'GO:0007399']"
GO:MF,GO:0097367,carbohydrate derivative binding,1.1898466717817139e-16,True,"""Interacting selectively and non-covalently with a carbohydrate derivative."" [GOC:pr]",2256,15568,2069,18098,0.13290082219938334,0.9171099290780141,query_1,['GO:0005488']
GO:BP,GO:0044238,primary metabolic process,1.4470737566648027e-16,True,"""The chemical reactions and pathways involving those compounds which are formed as a part of the normal anabolic and catabolic processes. These processes take place in most, if not all, cells of the organism."" [GOC:go_curators, http://www.metacyc.org]",10527,15193,9173,17847,0.603764891726453,0.8713783604065736,query_1,['GO:0008152']
GO:BP,GO:0120036,plasma membrane bounded cell projection organization,2.0138421541695878e-16,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a plasma membrane bounded prolongation or process extending from a cell, e.g. a cilium or axon."" [GOC:krc]",1523,15193,1407,17847,0.0926084380964918,0.9238345370978333,query_1,['GO:0030030']
GO:CC,GO:0044433,cytoplasmic vesicle part,3.9745369865441506e-16,True,"""Any constituent part of cytoplasmic vesicle, a vesicle formed of membrane or protein, found in the cytoplasm of a cell."" [GOC:jl]",1506,15989,1386,18842,0.08668459565951592,0.9203187250996016,query_1,"['GO:0031410', 'GO:0044446', 'GO:0044444']"
GO:MF,GO:0032553,ribonucleotide binding,4.0269292206280905e-16,True,"""Interacting selectively and non-covalently with a ribonucleotide, any compound consisting of a ribonucleoside that is esterified with (ortho)phosphate or an oligophosphate at any hydroxyl group on the ribose moiety."" [GOC:mah]",1926,15568,1774,18098,0.11395169578622816,0.9210799584631361,query_1,"['GO:0097367', 'GO:0000166']"
GO:BP,GO:0048869,cellular developmental process,4.2446972882138257e-16,True,"""A biological process whose specific outcome is the progression of a cell over time from an initial condition to a later condition."" [GOC:isa_complete]",4470,15193,3983,17847,0.26216020535773055,0.8910514541387025,query_1,"['GO:0009987', 'GO:0032502']"
GO:BP,GO:0048699,generation of neurons,5.616360876616017e-16,True,"""The process in which nerve cells are generated. This includes the production of neuroblasts and their differentiation into neurons."" [GOC:nln]",1556,15193,1435,17847,0.09445139208846179,0.9222365038560412,query_1,['GO:0022008']
GO:BP,GO:0030030,cell projection organization,7.223606485599314e-16,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a prolongation or process extending from a cell, e.g. a flagellum or axon."" [GOC:jl, GOC:mah, http://www.cogsci.princeton.edu/~wn/]",1562,15193,1440,17847,0.0947804910155993,0.9218950064020487,query_1,['GO:0016043']
GO:BP,GO:0030182,neuron differentiation,7.306669848995439e-16,True,"""The process in which a relatively unspecialized cell acquires specialized features of a neuron."" [GOC:mah]",1392,15193,1289,17847,0.08484170341604687,0.9260057471264368,query_1,"['GO:0030154', 'GO:0048699']"
GO:BP,GO:0030154,cell differentiation,8.68878176184068e-16,True,"""The process in which relatively unspecialized cells, e.g. embryonic or regenerative cells, acquire specialized structural and/or functional features that characterize the cells, tissues, or organs of the mature organism or some other relatively stable phase of the organism's life history. Differentiation includes the processes involved in commitment of a cell to a specific fate and its subsequent development to the mature state."" [ISBN:0198506732]",4279,15193,3816,17847,0.2511683011913381,0.8917971488665576,query_1,['GO:0048869']
GO:CC,GO:0005887,integral component of plasma membrane,9.254679599244354e-16,True,"""The component of the plasma membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."" [GOC:dos, GOC:go_curators]",1668,15989,1528,18842,0.09556570141972606,0.9160671462829736,query_1,"['GO:0031226', 'GO:0016021']"
GO:BP,GO:0033036,macromolecule localization,1.2184923854437198e-15,True,"""Any process in which a macromolecule is transported to, or maintained in, a specific location."" [GOC:mah]",3228,15193,2902,17847,0.19100901731060357,0.8990086741016109,query_1,['GO:0051179']
GO:MF,GO:0032555,purine ribonucleotide binding,1.3811411958824022e-15,True,"""Interacting selectively and non-covalently with a purine ribonucleotide, any compound consisting of a purine ribonucleoside that is esterified with (ortho)phosphate or an oligophosphate at any hydroxyl group on the ribose moiety."" [GOC:mah]",1910,15568,1758,18098,0.11292394655704008,0.9204188481675393,query_1,"['GO:0017076', 'GO:0032553']"
GO:MF,GO:0017076,purine nucleotide binding,2.036230067047757e-15,True,"""Interacting selectively and non-covalently with purine nucleotides, any compound consisting of a purine nucleoside esterified with (ortho)phosphate."" [GOC:ai]",1923,15568,1769,18098,0.11363052415210688,0.9199167966718669,query_1,['GO:0000166']
GO:BP,GO:0048666,neuron development,2.1924269745847745e-15,True,"""The process whose specific outcome is the progression of a neuron over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."" [GOC:dph]",1131,15193,1055,17847,0.06943987362601198,0.9328028293545535,query_1,"['GO:0048468', 'GO:0030182']"
GO:BP,GO:0044237,cellular metabolic process,2.651231322501889e-15,True,"""The chemical reactions and pathways by which individual cells transform chemical substances."" [GOC:go_curators]",10785,15193,9384,17847,0.6176528664516554,0.8700973574408901,query_1,"['GO:0008152', 'GO:0009987']"
GO:MF,GO:0008144,drug binding,3.0428604361566766e-15,True,"""Interacting selectively and non-covalently with a drug, any naturally occurring or synthetic substance, other than a nutrient, that, when administered or applied to an organism, affects the structure or functioning of the organism; in particular, any such substance used in the diagnosis, prevention, or treatment of disease."" [GOC:jl, ISBN:0198506732]",1754,15568,1618,18098,0.1039311408016444,0.9224629418472063,query_1,['GO:0005488']
GO:MF,GO:0035639,purine ribonucleoside triphosphate binding,6.225571507424025e-15,True,"""Interacting selectively and non-covalently with a purine ribonucleoside triphosphate, a compound consisting of a purine base linked to a ribose sugar esterified with triphosphate on the sugar."" [CHEBI:26398, GOC:BHF, GOC:ebc, ISBN:0198506732]",1845,15568,1698,18098,0.1090698869475848,0.9203252032520325,query_1,"['GO:0043168', 'GO:1901265']"
GO:BP,GO:0048513,animal organ development,6.230199936463081e-15,True,"""Development of a tissue or tissues that work together to perform a specific function or functions. Development pertains to the process whose specific outcome is the progression of a structure over time, from its formation to the mature structure. Organs are commonly observed as visibly distinct structures, but may also exist as loosely associated clusters of cells that work together to perform a specific function or functions."" [GOC:dph, GOC:jid]",3635,15193,3253,17847,0.2141117619956559,0.894910591471802,query_1,"['GO:0048731', 'GO:0048856']"
GO:BP,GO:0048731,system development,1.2907792408760733e-14,True,"""The process whose specific outcome is the progression of an organismal system over time, from its formation to the mature structure. A system is a regularly interacting or interdependent group of organs or tissues that work together to carry out a given biological process."" [GOC:dph, GOC:jid]",4967,15193,4405,17847,0.28993615480813534,0.8868532313267566,query_1,"['GO:0007275', 'GO:0048856']"
GO:CC,GO:0005654,nucleoplasm,1.429901467004006e-14,True,"""That part of the nuclear content other than the chromosomes or the nucleolus."" [GOC:ma, ISBN:0124325653]",3553,15989,3169,18842,0.19819876164863343,0.8919223191669012,query_1,"['GO:0031981', 'GO:0044428']"
GO:BP,GO:0051641,cellular localization,2.2164430983757465e-14,True,"""A cellular localization process whereby a substance or cellular entity, such as a protein complex or organelle, is transported to, and/or maintained in, a specific location within a cell including the localization of substances or cellular entities to the cell membrane."" [GOC:tb, GOC:vw]",2974,15193,2675,17847,0.17606792601856117,0.8994620040349698,query_1,['GO:0051179']
GO:BP,GO:0008104,protein localization,4.056828716330303e-14,True,"""Any process in which a protein is transported to, or maintained in, a specific location."" [GOC:ai]",2863,15193,2577,17847,0.16961758704666624,0.9001047851903597,query_1,['GO:0033036']
GO:BP,GO:0000904,cell morphogenesis involved in differentiation,4.2984305561996536e-14,True,"""The change in form (cell shape and size) that occurs when relatively unspecialized cells, e.g. embryonic or regenerative cells, acquire specialized structural and/or functional features that characterize the cells, tissues, or organs of the mature organism or some other relatively stable phase of the organism's life history."" [GOC:go_curators]",758,15193,717,17847,0.047192786151517147,0.945910290237467,query_1,"['GO:0000902', 'GO:0048468']"
